,Slot,Type,Grade,Prime,DisplayStat,Stat,StatT,MinLvl,MaxLvl,Stat value,Duration,Chance
5061,Pendant,Bonus,Epic,Prime,Jump Increase,Jump Increase,Flat,0,30,4,0.0,0.0
5062,Pendant,Bonus,Epic,Prime,Jump Increase,Jump Increase,Flat,31,110,6,0.0,0.0
5063,Pendant,Bonus,Epic,Prime,Jump Increase,Jump Increase,Flat,111,300,8,0.0,0.0
5064,Face Accessory,Bonus,Epic,Prime,STR% Increase,STR% Increase,Perc,0,20,1,0.0,0.0
5065,Face Accessory,Bonus,Epic,Prime,STR% Increase,STR% Increase,Perc,21,50,2,0.0,0.0
5066,Face Accessory,Bonus,Epic,Prime,STR% Increase,STR% Increase,Perc,51,90,3,0.0,0.0
5067,Face Accessory,Bonus,Epic,Prime,STR% Increase,STR% Increase,Perc,91,300,4,0.0,0.0
5068,Eye Accessory,Bonus,Epic,Prime,STR% Increase,STR% Increase,Perc,0,20,1,0.0,0.0
5069,Eye Accessory,Bonus,Epic,Prime,STR% Increase,STR% Increase,Perc,21,50,2,0.0,0.0
5070,Eye Accessory,Bonus,Epic,Prime,STR% Increase,STR% Increase,Perc,51,90,3,0.0,0.0
5071,Eye Accessory,Bonus,Epic,Prime,STR% Increase,STR% Increase,Perc,91,300,4,0.0,0.0
5072,Ring,Bonus,Epic,Prime,STR% Increase,STR% Increase,Perc,0,20,1,0.0,0.0
5073,Ring,Bonus,Epic,Prime,STR% Increase,STR% Increase,Perc,21,50,2,0.0,0.0
5074,Ring,Bonus,Epic,Prime,STR% Increase,STR% Increase,Perc,51,90,3,0.0,0.0
5075,Ring,Bonus,Epic,Prime,STR% Increase,STR% Increase,Perc,91,300,4,0.0,0.0
5076,Earring,Bonus,Epic,Prime,STR% Increase,STR% Increase,Perc,0,20,1,0.0,0.0
5077,Earring,Bonus,Epic,Prime,STR% Increase,STR% Increase,Perc,21,50,2,0.0,0.0
5078,Earring,Bonus,Epic,Prime,STR% Increase,STR% Increase,Perc,51,90,3,0.0,0.0
5079,Earring,Bonus,Epic,Prime,STR% Increase,STR% Increase,Perc,91,300,4,0.0,0.0
5080,Pendant,Bonus,Epic,Prime,STR% Increase,STR% Increase,Perc,0,20,1,0.0,0.0
5081,Pendant,Bonus,Epic,Prime,STR% Increase,STR% Increase,Perc,21,50,2,0.0,0.0
5082,Pendant,Bonus,Epic,Prime,STR% Increase,STR% Increase,Perc,51,90,3,0.0,0.0
5083,Pendant,Bonus,Epic,Prime,STR% Increase,STR% Increase,Perc,91,300,4,0.0,0.0
5084,Face Accessory,Bonus,Epic,Prime,DEX% Increase,DEX% Increase,Perc,0,20,1,0.0,0.0
5085,Face Accessory,Bonus,Epic,Prime,DEX% Increase,DEX% Increase,Perc,21,50,2,0.0,0.0
5086,Face Accessory,Bonus,Epic,Prime,DEX% Increase,DEX% Increase,Perc,51,90,3,0.0,0.0
5087,Face Accessory,Bonus,Epic,Prime,DEX% Increase,DEX% Increase,Perc,91,300,4,0.0,0.0
5088,Eye Accessory,Bonus,Epic,Prime,DEX% Increase,DEX% Increase,Perc,0,20,1,0.0,0.0
5089,Eye Accessory,Bonus,Epic,Prime,DEX% Increase,DEX% Increase,Perc,21,50,2,0.0,0.0
5090,Eye Accessory,Bonus,Epic,Prime,DEX% Increase,DEX% Increase,Perc,51,90,3,0.0,0.0
5091,Eye Accessory,Bonus,Epic,Prime,DEX% Increase,DEX% Increase,Perc,91,300,4,0.0,0.0
5092,Ring,Bonus,Epic,Prime,DEX% Increase,DEX% Increase,Perc,0,20,1,0.0,0.0
5093,Ring,Bonus,Epic,Prime,DEX% Increase,DEX% Increase,Perc,21,50,2,0.0,0.0
5094,Ring,Bonus,Epic,Prime,DEX% Increase,DEX% Increase,Perc,51,90,3,0.0,0.0
5095,Ring,Bonus,Epic,Prime,DEX% Increase,DEX% Increase,Perc,91,300,4,0.0,0.0
5096,Earring,Bonus,Epic,Prime,DEX% Increase,DEX% Increase,Perc,0,20,1,0.0,0.0
5097,Earring,Bonus,Epic,Prime,DEX% Increase,DEX% Increase,Perc,21,50,2,0.0,0.0
5098,Earring,Bonus,Epic,Prime,DEX% Increase,DEX% Increase,Perc,51,90,3,0.0,0.0
5099,Earring,Bonus,Epic,Prime,DEX% Increase,DEX% Increase,Perc,91,300,4,0.0,0.0
5100,Pendant,Bonus,Epic,Prime,DEX% Increase,DEX% Increase,Perc,0,20,1,0.0,0.0
5101,Pendant,Bonus,Epic,Prime,DEX% Increase,DEX% Increase,Perc,21,50,2,0.0,0.0
5102,Pendant,Bonus,Epic,Prime,DEX% Increase,DEX% Increase,Perc,51,90,3,0.0,0.0
5103,Pendant,Bonus,Epic,Prime,DEX% Increase,DEX% Increase,Perc,91,300,4,0.0,0.0
5104,Face Accessory,Bonus,Epic,Prime,INT% Increase,INT% Increase,Perc,0,20,1,0.0,0.0
5105,Face Accessory,Bonus,Epic,Prime,INT% Increase,INT% Increase,Perc,21,50,2,0.0,0.0
5106,Face Accessory,Bonus,Epic,Prime,INT% Increase,INT% Increase,Perc,51,90,3,0.0,0.0
5107,Face Accessory,Bonus,Epic,Prime,INT% Increase,INT% Increase,Perc,91,300,4,0.0,0.0
5108,Eye Accessory,Bonus,Epic,Prime,INT% Increase,INT% Increase,Perc,0,20,1,0.0,0.0
5109,Eye Accessory,Bonus,Epic,Prime,INT% Increase,INT% Increase,Perc,21,50,2,0.0,0.0
5110,Eye Accessory,Bonus,Epic,Prime,INT% Increase,INT% Increase,Perc,51,90,3,0.0,0.0
5111,Eye Accessory,Bonus,Epic,Prime,INT% Increase,INT% Increase,Perc,91,300,4,0.0,0.0
5112,Ring,Bonus,Epic,Prime,INT% Increase,INT% Increase,Perc,0,20,1,0.0,0.0
5113,Ring,Bonus,Epic,Prime,INT% Increase,INT% Increase,Perc,21,50,2,0.0,0.0
5114,Ring,Bonus,Epic,Prime,INT% Increase,INT% Increase,Perc,51,90,3,0.0,0.0
5115,Ring,Bonus,Epic,Prime,INT% Increase,INT% Increase,Perc,91,300,4,0.0,0.0
5116,Earring,Bonus,Epic,Prime,INT% Increase,INT% Increase,Perc,0,20,1,0.0,0.0
5117,Earring,Bonus,Epic,Prime,INT% Increase,INT% Increase,Perc,21,50,2,0.0,0.0
5118,Earring,Bonus,Epic,Prime,INT% Increase,INT% Increase,Perc,51,90,3,0.0,0.0
5119,Earring,Bonus,Epic,Prime,INT% Increase,INT% Increase,Perc,91,300,4,0.0,0.0
5120,Pendant,Bonus,Epic,Prime,INT% Increase,INT% Increase,Perc,0,20,1,0.0,0.0
5121,Pendant,Bonus,Epic,Prime,INT% Increase,INT% Increase,Perc,21,50,2,0.0,0.0
5122,Pendant,Bonus,Epic,Prime,INT% Increase,INT% Increase,Perc,51,90,3,0.0,0.0
5123,Pendant,Bonus,Epic,Prime,INT% Increase,INT% Increase,Perc,91,300,4,0.0,0.0
5124,Face Accessory,Bonus,Epic,Prime,LUK% Increase,LUK% Increase,Perc,0,20,1,0.0,0.0
5125,Face Accessory,Bonus,Epic,Prime,LUK% Increase,LUK% Increase,Perc,21,50,2,0.0,0.0
5126,Face Accessory,Bonus,Epic,Prime,LUK% Increase,LUK% Increase,Perc,51,90,3,0.0,0.0
5127,Face Accessory,Bonus,Epic,Prime,LUK% Increase,LUK% Increase,Perc,91,300,4,0.0,0.0
5128,Eye Accessory,Bonus,Epic,Prime,LUK% Increase,LUK% Increase,Perc,0,20,1,0.0,0.0
5129,Eye Accessory,Bonus,Epic,Prime,LUK% Increase,LUK% Increase,Perc,21,50,2,0.0,0.0
5130,Eye Accessory,Bonus,Epic,Prime,LUK% Increase,LUK% Increase,Perc,51,90,3,0.0,0.0
5131,Eye Accessory,Bonus,Epic,Prime,LUK% Increase,LUK% Increase,Perc,91,300,4,0.0,0.0
5132,Ring,Bonus,Epic,Prime,LUK% Increase,LUK% Increase,Perc,0,20,1,0.0,0.0
5133,Ring,Bonus,Epic,Prime,LUK% Increase,LUK% Increase,Perc,21,50,2,0.0,0.0
5134,Ring,Bonus,Epic,Prime,LUK% Increase,LUK% Increase,Perc,51,90,3,0.0,0.0
5135,Ring,Bonus,Epic,Prime,LUK% Increase,LUK% Increase,Perc,91,300,4,0.0,0.0
5136,Earring,Bonus,Epic,Prime,LUK% Increase,LUK% Increase,Perc,0,20,1,0.0,0.0
5137,Earring,Bonus,Epic,Prime,LUK% Increase,LUK% Increase,Perc,21,50,2,0.0,0.0
5138,Earring,Bonus,Epic,Prime,LUK% Increase,LUK% Increase,Perc,51,90,3,0.0,0.0
5139,Earring,Bonus,Epic,Prime,LUK% Increase,LUK% Increase,Perc,91,300,4,0.0,0.0
5140,Pendant,Bonus,Epic,Prime,LUK% Increase,LUK% Increase,Perc,0,20,1,0.0,0.0
5141,Pendant,Bonus,Epic,Prime,LUK% Increase,LUK% Increase,Perc,21,50,2,0.0,0.0
5142,Pendant,Bonus,Epic,Prime,LUK% Increase,LUK% Increase,Perc,51,90,3,0.0,0.0
5143,Pendant,Bonus,Epic,Prime,LUK% Increase,LUK% Increase,Perc,91,300,4,0.0,0.0
5144,Face Accessory,Bonus,Epic,Prime,MaxHP% Increase,MaxHP% Increase,Perc,0,20,1,0.0,0.0
5145,Face Accessory,Bonus,Epic,Prime,MaxHP% Increase,MaxHP% Increase,Perc,21,50,2,0.0,0.0
5146,Face Accessory,Bonus,Epic,Prime,MaxHP% Increase,MaxHP% Increase,Perc,51,90,3,0.0,0.0
5147,Face Accessory,Bonus,Epic,Prime,MaxHP% Increase,MaxHP% Increase,Perc,91,300,5,0.0,0.0
5148,Eye Accessory,Bonus,Epic,Prime,MaxHP% Increase,MaxHP% Increase,Perc,0,20,1,0.0,0.0
5149,Eye Accessory,Bonus,Epic,Prime,MaxHP% Increase,MaxHP% Increase,Perc,21,50,2,0.0,0.0
5150,Eye Accessory,Bonus,Epic,Prime,MaxHP% Increase,MaxHP% Increase,Perc,51,90,3,0.0,0.0
5151,Eye Accessory,Bonus,Epic,Prime,MaxHP% Increase,MaxHP% Increase,Perc,91,300,5,0.0,0.0
5152,Ring,Bonus,Epic,Prime,MaxHP% Increase,MaxHP% Increase,Perc,0,20,1,0.0,0.0
5153,Ring,Bonus,Epic,Prime,MaxHP% Increase,MaxHP% Increase,Perc,21,50,2,0.0,0.0
5154,Ring,Bonus,Epic,Prime,MaxHP% Increase,MaxHP% Increase,Perc,51,90,3,0.0,0.0
5155,Ring,Bonus,Epic,Prime,MaxHP% Increase,MaxHP% Increase,Perc,91,300,5,0.0,0.0
5156,Earring,Bonus,Epic,Prime,MaxHP% Increase,MaxHP% Increase,Perc,0,20,1,0.0,0.0
5157,Earring,Bonus,Epic,Prime,MaxHP% Increase,MaxHP% Increase,Perc,21,50,2,0.0,0.0
5158,Earring,Bonus,Epic,Prime,MaxHP% Increase,MaxHP% Increase,Perc,51,90,3,0.0,0.0
5159,Earring,Bonus,Epic,Prime,MaxHP% Increase,MaxHP% Increase,Perc,91,300,5,0.0,0.0
5160,Pendant,Bonus,Epic,Prime,MaxHP% Increase,MaxHP% Increase,Perc,0,20,1,0.0,0.0
5161,Pendant,Bonus,Epic,Prime,MaxHP% Increase,MaxHP% Increase,Perc,21,50,2,0.0,0.0
5162,Pendant,Bonus,Epic,Prime,MaxHP% Increase,MaxHP% Increase,Perc,51,90,3,0.0,0.0
5163,Pendant,Bonus,Epic,Prime,MaxHP% Increase,MaxHP% Increase,Perc,91,300,5,0.0,0.0
5164,Face Accessory,Bonus,Epic,Prime,MaxMP% Increase,MaxMP% Increase,Perc,0,20,1,0.0,0.0
5165,Face Accessory,Bonus,Epic,Prime,MaxMP% Increase,MaxMP% Increase,Perc,21,50,2,0.0,0.0
5166,Face Accessory,Bonus,Epic,Prime,MaxMP% Increase,MaxMP% Increase,Perc,51,90,3,0.0,0.0
5167,Face Accessory,Bonus,Epic,Prime,MaxMP% Increase,MaxMP% Increase,Perc,91,300,5,0.0,0.0
5168,Eye Accessory,Bonus,Epic,Prime,MaxMP% Increase,MaxMP% Increase,Perc,0,20,1,0.0,0.0
5169,Eye Accessory,Bonus,Epic,Prime,MaxMP% Increase,MaxMP% Increase,Perc,21,50,2,0.0,0.0
5170,Eye Accessory,Bonus,Epic,Prime,MaxMP% Increase,MaxMP% Increase,Perc,51,90,3,0.0,0.0
5171,Eye Accessory,Bonus,Epic,Prime,MaxMP% Increase,MaxMP% Increase,Perc,91,300,5,0.0,0.0
5172,Ring,Bonus,Epic,Prime,MaxMP% Increase,MaxMP% Increase,Perc,0,20,1,0.0,0.0
5173,Ring,Bonus,Epic,Prime,MaxMP% Increase,MaxMP% Increase,Perc,21,50,2,0.0,0.0
5174,Ring,Bonus,Epic,Prime,MaxMP% Increase,MaxMP% Increase,Perc,51,90,3,0.0,0.0
5175,Ring,Bonus,Epic,Prime,MaxMP% Increase,MaxMP% Increase,Perc,91,300,5,0.0,0.0
5176,Earring,Bonus,Epic,Prime,MaxMP% Increase,MaxMP% Increase,Perc,0,20,1,0.0,0.0
5177,Earring,Bonus,Epic,Prime,MaxMP% Increase,MaxMP% Increase,Perc,21,50,2,0.0,0.0
5178,Earring,Bonus,Epic,Prime,MaxMP% Increase,MaxMP% Increase,Perc,51,90,3,0.0,0.0
5179,Earring,Bonus,Epic,Prime,MaxMP% Increase,MaxMP% Increase,Perc,91,300,5,0.0,0.0
5180,Pendant,Bonus,Epic,Prime,MaxMP% Increase,MaxMP% Increase,Perc,0,20,1,0.0,0.0
5181,Pendant,Bonus,Epic,Prime,MaxMP% Increase,MaxMP% Increase,Perc,21,50,2,0.0,0.0
5182,Pendant,Bonus,Epic,Prime,MaxMP% Increase,MaxMP% Increase,Perc,51,90,3,0.0,0.0
5183,Pendant,Bonus,Epic,Prime,MaxMP% Increase,MaxMP% Increase,Perc,91,300,5,0.0,0.0
5184,Face Accessory,Bonus,Epic,Prime,DEF% Increase,DEF% Increase,Perc,0,30,1,0.0,0.0
5185,Face Accessory,Bonus,Epic,Prime,DEF% Increase,DEF% Increase,Perc,31,70,2,0.0,0.0
5186,Face Accessory,Bonus,Epic,Prime,DEF% Increase,DEF% Increase,Perc,71,300,4,0.0,0.0
5187,Eye Accessory,Bonus,Epic,Prime,DEF% Increase,DEF% Increase,Perc,0,30,1,0.0,0.0
5188,Eye Accessory,Bonus,Epic,Prime,DEF% Increase,DEF% Increase,Perc,31,70,2,0.0,0.0
5189,Eye Accessory,Bonus,Epic,Prime,DEF% Increase,DEF% Increase,Perc,71,300,4,0.0,0.0
5190,Ring,Bonus,Epic,Prime,DEF% Increase,DEF% Increase,Perc,0,30,1,0.0,0.0
5191,Ring,Bonus,Epic,Prime,DEF% Increase,DEF% Increase,Perc,31,70,2,0.0,0.0
5192,Ring,Bonus,Epic,Prime,DEF% Increase,DEF% Increase,Perc,71,300,4,0.0,0.0
5193,Earring,Bonus,Epic,Prime,DEF% Increase,DEF% Increase,Perc,0,30,1,0.0,0.0
5194,Earring,Bonus,Epic,Prime,DEF% Increase,DEF% Increase,Perc,31,70,2,0.0,0.0
5195,Earring,Bonus,Epic,Prime,DEF% Increase,DEF% Increase,Perc,71,300,4,0.0,0.0
5196,Pendant,Bonus,Epic,Prime,DEF% Increase,DEF% Increase,Perc,0,30,1,0.0,0.0
5197,Pendant,Bonus,Epic,Prime,DEF% Increase,DEF% Increase,Perc,31,70,2,0.0,0.0
5198,Pendant,Bonus,Epic,Prime,DEF% Increase,DEF% Increase,Perc,71,300,4,0.0,0.0
5199,Face Accessory,Bonus,Epic,Prime,All Stats% Increase,All Stats% Increase,Perc,0,90,1,0.0,0.0
5200,Face Accessory,Bonus,Epic,Prime,All Stats% Increase,All Stats% Increase,Perc,91,300,2,0.0,0.0
5201,Eye Accessory,Bonus,Epic,Prime,All Stats% Increase,All Stats% Increase,Perc,0,90,1,0.0,0.0
5202,Eye Accessory,Bonus,Epic,Prime,All Stats% Increase,All Stats% Increase,Perc,91,300,2,0.0,0.0
5203,Ring,Bonus,Epic,Prime,All Stats% Increase,All Stats% Increase,Perc,0,90,1,0.0,0.0
5204,Ring,Bonus,Epic,Prime,All Stats% Increase,All Stats% Increase,Perc,91,300,2,0.0,0.0
5205,Earring,Bonus,Epic,Prime,All Stats% Increase,All Stats% Increase,Perc,0,90,1,0.0,0.0
5206,Earring,Bonus,Epic,Prime,All Stats% Increase,All Stats% Increase,Perc,91,300,2,0.0,0.0
5207,Pendant,Bonus,Epic,Prime,All Stats% Increase,All Stats% Increase,Perc,0,90,1,0.0,0.0
5208,Pendant,Bonus,Epic,Prime,All Stats% Increase,All Stats% Increase,Perc,91,300,2,0.0,0.0
5209,Face Accessory,Bonus,Unique,Prime,STR Increase,STR Increase,Flat,0,20,8,0.0,0.0
5210,Face Accessory,Bonus,Unique,Prime,STR Increase,STR Increase,Flat,21,50,10,0.0,0.0
5211,Face Accessory,Bonus,Unique,Prime,STR Increase,STR Increase,Flat,51,70,12,0.0,0.0
5212,Face Accessory,Bonus,Unique,Prime,STR Increase,STR Increase,Flat,71,90,14,0.0,0.0
5213,Face Accessory,Bonus,Unique,Prime,STR Increase,STR Increase,Flat,91,300,16,0.0,0.0
5214,Eye Accessory,Bonus,Unique,Prime,STR Increase,STR Increase,Flat,0,20,8,0.0,0.0
5215,Eye Accessory,Bonus,Unique,Prime,STR Increase,STR Increase,Flat,21,50,10,0.0,0.0
5216,Eye Accessory,Bonus,Unique,Prime,STR Increase,STR Increase,Flat,51,70,12,0.0,0.0
5217,Eye Accessory,Bonus,Unique,Prime,STR Increase,STR Increase,Flat,71,90,14,0.0,0.0
5218,Eye Accessory,Bonus,Unique,Prime,STR Increase,STR Increase,Flat,91,300,16,0.0,0.0
5219,Ring,Bonus,Unique,Prime,STR Increase,STR Increase,Flat,0,20,8,0.0,0.0
5220,Ring,Bonus,Unique,Prime,STR Increase,STR Increase,Flat,21,50,10,0.0,0.0
5221,Ring,Bonus,Unique,Prime,STR Increase,STR Increase,Flat,51,70,12,0.0,0.0
5222,Ring,Bonus,Unique,Prime,STR Increase,STR Increase,Flat,71,90,14,0.0,0.0
5223,Ring,Bonus,Unique,Prime,STR Increase,STR Increase,Flat,91,300,16,0.0,0.0
5224,Earring,Bonus,Unique,Prime,STR Increase,STR Increase,Flat,0,20,8,0.0,0.0
5225,Earring,Bonus,Unique,Prime,STR Increase,STR Increase,Flat,21,50,10,0.0,0.0
5226,Earring,Bonus,Unique,Prime,STR Increase,STR Increase,Flat,51,70,12,0.0,0.0
5227,Earring,Bonus,Unique,Prime,STR Increase,STR Increase,Flat,71,90,14,0.0,0.0
5228,Earring,Bonus,Unique,Prime,STR Increase,STR Increase,Flat,91,300,16,0.0,0.0
5229,Pendant,Bonus,Unique,Prime,STR Increase,STR Increase,Flat,0,20,8,0.0,0.0
5230,Pendant,Bonus,Unique,Prime,STR Increase,STR Increase,Flat,21,50,10,0.0,0.0
5231,Pendant,Bonus,Unique,Prime,STR Increase,STR Increase,Flat,51,70,12,0.0,0.0
5232,Pendant,Bonus,Unique,Prime,STR Increase,STR Increase,Flat,71,90,14,0.0,0.0
5233,Pendant,Bonus,Unique,Prime,STR Increase,STR Increase,Flat,91,300,16,0.0,0.0
5234,Face Accessory,Bonus,Unique,Prime,DEX Increase,DEX Increase,Flat,0,20,8,0.0,0.0
5235,Face Accessory,Bonus,Unique,Prime,DEX Increase,DEX Increase,Flat,21,50,10,0.0,0.0
5236,Face Accessory,Bonus,Unique,Prime,DEX Increase,DEX Increase,Flat,51,70,12,0.0,0.0
5237,Face Accessory,Bonus,Unique,Prime,DEX Increase,DEX Increase,Flat,71,90,14,0.0,0.0
5238,Face Accessory,Bonus,Unique,Prime,DEX Increase,DEX Increase,Flat,91,300,16,0.0,0.0
5239,Eye Accessory,Bonus,Unique,Prime,DEX Increase,DEX Increase,Flat,0,20,8,0.0,0.0
5240,Eye Accessory,Bonus,Unique,Prime,DEX Increase,DEX Increase,Flat,21,50,10,0.0,0.0
5241,Eye Accessory,Bonus,Unique,Prime,DEX Increase,DEX Increase,Flat,51,70,12,0.0,0.0
5242,Eye Accessory,Bonus,Unique,Prime,DEX Increase,DEX Increase,Flat,71,90,14,0.0,0.0
5243,Eye Accessory,Bonus,Unique,Prime,DEX Increase,DEX Increase,Flat,91,300,16,0.0,0.0
5244,Ring,Bonus,Unique,Prime,DEX Increase,DEX Increase,Flat,0,20,8,0.0,0.0
5245,Ring,Bonus,Unique,Prime,DEX Increase,DEX Increase,Flat,21,50,10,0.0,0.0
5246,Ring,Bonus,Unique,Prime,DEX Increase,DEX Increase,Flat,51,70,12,0.0,0.0
5247,Ring,Bonus,Unique,Prime,DEX Increase,DEX Increase,Flat,71,90,14,0.0,0.0
5248,Ring,Bonus,Unique,Prime,DEX Increase,DEX Increase,Flat,91,300,16,0.0,0.0
5249,Earring,Bonus,Unique,Prime,DEX Increase,DEX Increase,Flat,0,20,8,0.0,0.0
5250,Earring,Bonus,Unique,Prime,DEX Increase,DEX Increase,Flat,21,50,10,0.0,0.0
5251,Earring,Bonus,Unique,Prime,DEX Increase,DEX Increase,Flat,51,70,12,0.0,0.0
5252,Earring,Bonus,Unique,Prime,DEX Increase,DEX Increase,Flat,71,90,14,0.0,0.0
5253,Earring,Bonus,Unique,Prime,DEX Increase,DEX Increase,Flat,91,300,16,0.0,0.0
5254,Pendant,Bonus,Unique,Prime,DEX Increase,DEX Increase,Flat,0,20,8,0.0,0.0
5255,Pendant,Bonus,Unique,Prime,DEX Increase,DEX Increase,Flat,21,50,10,0.0,0.0
5256,Pendant,Bonus,Unique,Prime,DEX Increase,DEX Increase,Flat,51,70,12,0.0,0.0
5257,Pendant,Bonus,Unique,Prime,DEX Increase,DEX Increase,Flat,71,90,14,0.0,0.0
5258,Pendant,Bonus,Unique,Prime,DEX Increase,DEX Increase,Flat,91,300,16,0.0,0.0
5259,Face Accessory,Bonus,Unique,Prime,INT Increase,INT Increase,Flat,0,20,8,0.0,0.0
5260,Face Accessory,Bonus,Unique,Prime,INT Increase,INT Increase,Flat,21,50,10,0.0,0.0
5261,Face Accessory,Bonus,Unique,Prime,INT Increase,INT Increase,Flat,51,70,12,0.0,0.0
5262,Face Accessory,Bonus,Unique,Prime,INT Increase,INT Increase,Flat,71,90,14,0.0,0.0
5263,Face Accessory,Bonus,Unique,Prime,INT Increase,INT Increase,Flat,91,300,16,0.0,0.0
5264,Eye Accessory,Bonus,Unique,Prime,INT Increase,INT Increase,Flat,0,20,8,0.0,0.0
5265,Eye Accessory,Bonus,Unique,Prime,INT Increase,INT Increase,Flat,21,50,10,0.0,0.0
5266,Eye Accessory,Bonus,Unique,Prime,INT Increase,INT Increase,Flat,51,70,12,0.0,0.0
5267,Eye Accessory,Bonus,Unique,Prime,INT Increase,INT Increase,Flat,71,90,14,0.0,0.0
5268,Eye Accessory,Bonus,Unique,Prime,INT Increase,INT Increase,Flat,91,300,16,0.0,0.0
5269,Ring,Bonus,Unique,Prime,INT Increase,INT Increase,Flat,0,20,8,0.0,0.0
5270,Ring,Bonus,Unique,Prime,INT Increase,INT Increase,Flat,21,50,10,0.0,0.0
5271,Ring,Bonus,Unique,Prime,INT Increase,INT Increase,Flat,51,70,12,0.0,0.0
5272,Ring,Bonus,Unique,Prime,INT Increase,INT Increase,Flat,71,90,14,0.0,0.0
5273,Ring,Bonus,Unique,Prime,INT Increase,INT Increase,Flat,91,300,16,0.0,0.0
5274,Earring,Bonus,Unique,Prime,INT Increase,INT Increase,Flat,0,20,8,0.0,0.0
5275,Earring,Bonus,Unique,Prime,INT Increase,INT Increase,Flat,21,50,10,0.0,0.0
5276,Earring,Bonus,Unique,Prime,INT Increase,INT Increase,Flat,51,70,12,0.0,0.0
5277,Earring,Bonus,Unique,Prime,INT Increase,INT Increase,Flat,71,90,14,0.0,0.0
5278,Earring,Bonus,Unique,Prime,INT Increase,INT Increase,Flat,91,300,16,0.0,0.0
5279,Pendant,Bonus,Unique,Prime,INT Increase,INT Increase,Flat,0,20,8,0.0,0.0
5280,Pendant,Bonus,Unique,Prime,INT Increase,INT Increase,Flat,21,50,10,0.0,0.0
5281,Pendant,Bonus,Unique,Prime,INT Increase,INT Increase,Flat,51,70,12,0.0,0.0
5282,Pendant,Bonus,Unique,Prime,INT Increase,INT Increase,Flat,71,90,14,0.0,0.0
5283,Pendant,Bonus,Unique,Prime,INT Increase,INT Increase,Flat,91,300,16,0.0,0.0
5284,Face Accessory,Bonus,Unique,Prime,LUK Increase,LUK Increase,Flat,0,20,8,0.0,0.0
5285,Face Accessory,Bonus,Unique,Prime,LUK Increase,LUK Increase,Flat,21,50,10,0.0,0.0
5286,Face Accessory,Bonus,Unique,Prime,LUK Increase,LUK Increase,Flat,51,70,12,0.0,0.0
5287,Face Accessory,Bonus,Unique,Prime,LUK Increase,LUK Increase,Flat,71,90,14,0.0,0.0
5288,Face Accessory,Bonus,Unique,Prime,LUK Increase,LUK Increase,Flat,91,300,16,0.0,0.0
5289,Eye Accessory,Bonus,Unique,Prime,LUK Increase,LUK Increase,Flat,0,20,8,0.0,0.0
5290,Eye Accessory,Bonus,Unique,Prime,LUK Increase,LUK Increase,Flat,21,50,10,0.0,0.0
5291,Eye Accessory,Bonus,Unique,Prime,LUK Increase,LUK Increase,Flat,51,70,12,0.0,0.0
5292,Eye Accessory,Bonus,Unique,Prime,LUK Increase,LUK Increase,Flat,71,90,14,0.0,0.0
5293,Eye Accessory,Bonus,Unique,Prime,LUK Increase,LUK Increase,Flat,91,300,16,0.0,0.0
5294,Ring,Bonus,Unique,Prime,LUK Increase,LUK Increase,Flat,0,20,8,0.0,0.0
5295,Ring,Bonus,Unique,Prime,LUK Increase,LUK Increase,Flat,21,50,10,0.0,0.0
5296,Ring,Bonus,Unique,Prime,LUK Increase,LUK Increase,Flat,51,70,12,0.0,0.0
5297,Ring,Bonus,Unique,Prime,LUK Increase,LUK Increase,Flat,71,90,14,0.0,0.0
5298,Ring,Bonus,Unique,Prime,LUK Increase,LUK Increase,Flat,91,300,16,0.0,0.0
5299,Earring,Bonus,Unique,Prime,LUK Increase,LUK Increase,Flat,0,20,8,0.0,0.0
5300,Earring,Bonus,Unique,Prime,LUK Increase,LUK Increase,Flat,21,50,10,0.0,0.0
5301,Earring,Bonus,Unique,Prime,LUK Increase,LUK Increase,Flat,51,70,12,0.0,0.0
5302,Earring,Bonus,Unique,Prime,LUK Increase,LUK Increase,Flat,71,90,14,0.0,0.0
5303,Earring,Bonus,Unique,Prime,LUK Increase,LUK Increase,Flat,91,300,16,0.0,0.0
5304,Pendant,Bonus,Unique,Prime,LUK Increase,LUK Increase,Flat,0,20,8,0.0,0.0
5305,Pendant,Bonus,Unique,Prime,LUK Increase,LUK Increase,Flat,21,50,10,0.0,0.0
5306,Pendant,Bonus,Unique,Prime,LUK Increase,LUK Increase,Flat,51,70,12,0.0,0.0
5307,Pendant,Bonus,Unique,Prime,LUK Increase,LUK Increase,Flat,71,90,14,0.0,0.0
5308,Pendant,Bonus,Unique,Prime,LUK Increase,LUK Increase,Flat,91,300,16,0.0,0.0
5309,Face Accessory,Bonus,Unique,Prime,Weapon ATT Increase,Weapon ATT Increase,Flat,0,20,6,0.0,0.0
5310,Face Accessory,Bonus,Unique,Prime,Weapon ATT Increase,Weapon ATT Increase,Flat,21,50,8,0.0,0.0
5311,Face Accessory,Bonus,Unique,Prime,Weapon ATT Increase,Weapon ATT Increase,Flat,51,90,10,0.0,0.0
5312,Face Accessory,Bonus,Unique,Prime,Weapon ATT Increase,Weapon ATT Increase,Flat,91,300,12,0.0,0.0
5313,Eye Accessory,Bonus,Unique,Prime,Weapon ATT Increase,Weapon ATT Increase,Flat,0,20,6,0.0,0.0
