,EquipSlot,Grade,Prime,DisplayStat,Stat Increase,StatT,Item Level,Initial,In-game cube,Cash cube,Chance,Duration,Stat value
491,Belt,Unique,Prime,MaxMP% Increase,MaxMP Increase,Perc,40,11.1111,11.1111,11.5384,,,
492,Belt,Unique,Prime,DEF% Increase,DEF Increase,Perc,40,11.1111,11.1111,7.6923,,,
493,Belt,Unique,Prime,All Stats% Increase,All Stats Increase,Perc,40,3.7037,3.7037,7.6923,,,
494,Belt,Unique,Prime,5% chance to ignore 20% of monster damage dealt,ignore 20 of monster damage dealt,Perc,40,11.1111,11.1111,7.6923,5.0,,
495,Belt,Unique,Prime,5% chance to ignore 40% of monster damage dealt,ignore 40 of monster damage dealt,Perc,40,11.1111,11.1111,7.6923,5.0,,
496,Belt,Unique,Prime,Skills and Potion HP Recovery% Increase,Skills and Potion HP Recovery Increase,Perc,40,11.1111,11.1111,7.6923,,,
497,Shoulderpad,Unique,Prime,STR% Increase,STR Increase,Perc,40,7.4074,7.4074,9.6153,,,
498,Shoulderpad,Unique,Prime,DEX% Increase,DEX Increase,Perc,40,7.4074,7.4074,9.6153,,,
499,Shoulderpad,Unique,Prime,INT% Increase,INT Increase,Perc,40,7.4074,7.4074,9.6153,,,
500,Shoulderpad,Unique,Prime,LUK% Increase,LUK Increase,Perc,40,7.4074,7.4074,9.6153,,,
501,Shoulderpad,Unique,Prime,MaxHP% Increase,MaxHP Increase,Perc,40,11.1111,11.1111,11.5384,,,
502,Shoulderpad,Unique,Prime,MaxMP% Increase,MaxMP Increase,Perc,40,11.1111,11.1111,11.5384,,,
503,Shoulderpad,Unique,Prime,DEF% Increase,DEF Increase,Perc,40,11.1111,11.1111,7.6923,,,
504,Shoulderpad,Unique,Prime,All Stats% Increase,All Stats Increase,Perc,40,3.7037,3.7037,7.6923,,,
505,Shoulderpad,Unique,Prime,5% chance to ignore 20% of monster damage dealt,ignore 20 of monster damage dealt,Perc,40,11.1111,11.1111,7.6923,5.0,,
506,Shoulderpad,Unique,Prime,5% chance to ignore 40% of monster damage dealt,ignore 40 of monster damage dealt,Perc,40,11.1111,11.1111,7.6923,5.0,,
507,Shoulderpad,Unique,Prime,Skills and Potion HP Recovery% Increase,Skills and Potion HP Recovery Increase,Perc,40,11.1111,11.1111,7.6923,,,
508,Cape,Legendary,Prime,STR% Increase,STR Increase,Perc,40,7.1428,7.1428,10.8108,,,
509,Cape,Legendary,Prime,DEX% Increase,DEX Increase,Perc,40,7.1428,7.1428,10.8108,,,
510,Cape,Legendary,Prime,INT% Increase,INT Increase,Perc,40,7.1428,7.1428,10.8108,,,
511,Cape,Legendary,Prime,LUK% Increase,LUK Increase,Perc,40,7.1428,7.1428,10.8108,,,
512,Cape,Legendary,Prime,MaxHP% Increase,MaxHP Increase,Perc,40,10.7142,10.7142,10.8108,,,
513,Cape,Legendary,Prime,MaxMP% Increase,MaxMP Increase,Perc,40,10.7142,10.7142,10.8108,,,
514,Cape,Legendary,Prime,DEF% Increase,DEF Increase,Perc,40,10.7142,10.7142,10.8108,,,
515,Cape,Legendary,Prime,All Stats% Increase,All Stats Increase,Perc,40,7.1428,7.1428,8.1081,,,
516,Cape,Legendary,Prime,10% chance to ignore 20% of monster damage dealt,ignore 20 of monster damage dealt,Perc,40,10.7142,10.7142,8.1081,10.0,,
517,Cape,Legendary,Prime,10% chance to ignore 40% of monster damage dealt,ignore 40 of monster damage dealt,Perc,40,10.7142,10.7142,8.1081,10.0,,
518,Cape,Legendary,Prime,Skills and Potion HP Recovery% Increase,Skills and Potion HP Recovery Increase,Perc,40,10.7142,10.7142,0,,,
519,Belt,Legendary,Prime,STR% Increase,STR Increase,Perc,40,7.1428,7.1428,10.8108,,,
520,Belt,Legendary,Prime,DEX% Increase,DEX Increase,Perc,40,7.1428,7.1428,10.8108,,,
521,Belt,Legendary,Prime,INT% Increase,INT Increase,Perc,40,7.1428,7.1428,10.8108,,,
522,Belt,Legendary,Prime,LUK% Increase,LUK Increase,Perc,40,7.1428,7.1428,10.8108,,,
523,Belt,Legendary,Prime,MaxHP% Increase,MaxHP Increase,Perc,40,10.7142,10.7142,10.8108,,,
524,Belt,Legendary,Prime,MaxMP% Increase,MaxMP Increase,Perc,40,10.7142,10.7142,10.8108,,,
525,Belt,Legendary,Prime,DEF% Increase,DEF Increase,Perc,40,10.7142,10.7142,10.8108,,,
526,Belt,Legendary,Prime,All Stats% Increase,All Stats Increase,Perc,40,7.1428,7.1428,8.1081,,,
527,Belt,Legendary,Prime,10% chance to ignore 20% of monster damage dealt,ignore 20 of monster damage dealt,Perc,40,10.7142,10.7142,8.1081,10.0,,
528,Belt,Legendary,Prime,10% chance to ignore 40% of monster damage dealt,ignore 40 of monster damage dealt,Perc,40,10.7142,10.7142,8.1081,10.0,,
529,Belt,Legendary,Prime,Skills and Potion HP Recovery% Increase,Skills and Potion HP Recovery Increase,Perc,40,10.7142,10.7142,0,,,
530,Shoulderpad,Legendary,Prime,STR% Increase,STR Increase,Perc,40,7.1428,7.1428,10.8108,,,
531,Shoulderpad,Legendary,Prime,DEX% Increase,DEX Increase,Perc,40,7.1428,7.1428,10.8108,,,
532,Shoulderpad,Legendary,Prime,INT% Increase,INT Increase,Perc,40,7.1428,7.1428,10.8108,,,
533,Shoulderpad,Legendary,Prime,LUK% Increase,LUK Increase,Perc,40,7.1428,7.1428,10.8108,,,
534,Shoulderpad,Legendary,Prime,MaxHP% Increase,MaxHP Increase,Perc,40,10.7142,10.7142,10.8108,,,
535,Shoulderpad,Legendary,Prime,MaxMP% Increase,MaxMP Increase,Perc,40,10.7142,10.7142,10.8108,,,
536,Shoulderpad,Legendary,Prime,DEF% Increase,DEF Increase,Perc,40,10.7142,10.7142,10.8108,,,
537,Shoulderpad,Legendary,Prime,All Stats% Increase,All Stats Increase,Perc,40,7.1428,7.1428,8.1081,,,
538,Shoulderpad,Legendary,Prime,10% chance to ignore 20% of monster damage dealt,ignore 20 of monster damage dealt,Perc,40,10.7142,10.7142,8.1081,10.0,,
539,Shoulderpad,Legendary,Prime,10% chance to ignore 40% of monster damage dealt,ignore 40 of monster damage dealt,Perc,40,10.7142,10.7142,8.1081,10.0,,
540,Shoulderpad,Legendary,Prime,Skills and Potion HP Recovery% Increase,Skills and Potion HP Recovery Increase,Perc,40,10.7142,10.7142,0,,,
541,Face Accessory,Rare,Non prime,STR Increase,STR Increase,Flat,0,11.7647,11.7647,14.2857,,,
542,Face Accessory,Rare,Non prime,DEX Increase,DEX Increase,Flat,0,11.7647,11.7647,14.2857,,,
543,Face Accessory,Rare,Non prime,INT Increase,INT Increase,Flat,0,11.7647,11.7647,14.2857,,,
544,Face Accessory,Rare,Non prime,LUK Increase,LUK Increase,Flat,0,11.7647,11.7647,14.2857,,,
545,Face Accessory,Rare,Non prime,MaxHP Increase,MaxHP Increase,Flat,0,17.647,17.647,14.2857,,,
546,Face Accessory,Rare,Non prime,MaxMP Increase,MaxMP Increase,Flat,0,17.647,17.647,14.2857,,,
547,Face Accessory,Rare,Non prime,DEF Increase,DEF Increase,Flat,0,17.647,17.647,14.2857,,,
548,Eye Accessory,Rare,Non prime,STR Increase,STR Increase,Flat,0,11.7647,11.7647,14.2857,,,
549,Eye Accessory,Rare,Non prime,DEX Increase,DEX Increase,Flat,0,11.7647,11.7647,14.2857,,,
550,Eye Accessory,Rare,Non prime,INT Increase,INT Increase,Flat,0,11.7647,11.7647,14.2857,,,
551,Eye Accessory,Rare,Non prime,LUK Increase,LUK Increase,Flat,0,11.7647,11.7647,14.2857,,,
552,Eye Accessory,Rare,Non prime,MaxHP Increase,MaxHP Increase,Flat,0,17.647,17.647,14.2857,,,
553,Eye Accessory,Rare,Non prime,MaxMP Increase,MaxMP Increase,Flat,0,17.647,17.647,14.2857,,,
554,Eye Accessory,Rare,Non prime,DEF Increase,DEF Increase,Flat,0,17.647,17.647,14.2857,,,
555,Ring,Rare,Non prime,STR Increase,STR Increase,Flat,0,11.7647,11.7647,14.2857,,,
556,Ring,Rare,Non prime,DEX Increase,DEX Increase,Flat,0,11.7647,11.7647,14.2857,,,
557,Ring,Rare,Non prime,INT Increase,INT Increase,Flat,0,11.7647,11.7647,14.2857,,,
558,Ring,Rare,Non prime,LUK Increase,LUK Increase,Flat,0,11.7647,11.7647,14.2857,,,
559,Ring,Rare,Non prime,MaxHP Increase,MaxHP Increase,Flat,0,17.647,17.647,14.2857,,,
560,Ring,Rare,Non prime,MaxMP Increase,MaxMP Increase,Flat,0,17.647,17.647,14.2857,,,
561,Ring,Rare,Non prime,DEF Increase,DEF Increase,Flat,0,17.647,17.647,14.2857,,,
562,Earring,Rare,Non prime,STR Increase,STR Increase,Flat,0,11.7647,11.7647,14.2857,,,
563,Earring,Rare,Non prime,DEX Increase,DEX Increase,Flat,0,11.7647,11.7647,14.2857,,,
564,Earring,Rare,Non prime,INT Increase,INT Increase,Flat,0,11.7647,11.7647,14.2857,,,
565,Earring,Rare,Non prime,LUK Increase,LUK Increase,Flat,0,11.7647,11.7647,14.2857,,,
566,Earring,Rare,Non prime,MaxHP Increase,MaxHP Increase,Flat,0,17.647,17.647,14.2857,,,
567,Earring,Rare,Non prime,MaxMP Increase,MaxMP Increase,Flat,0,17.647,17.647,14.2857,,,
568,Earring,Rare,Non prime,DEF Increase,DEF Increase,Flat,0,17.647,17.647,14.2857,,,
569,Pendant,Rare,Non prime,STR Increase,STR Increase,Flat,0,11.7647,11.7647,14.2857,,,
570,Pendant,Rare,Non prime,DEX Increase,DEX Increase,Flat,0,11.7647,11.7647,14.2857,,,
571,Pendant,Rare,Non prime,INT Increase,INT Increase,Flat,0,11.7647,11.7647,14.2857,,,
572,Pendant,Rare,Non prime,LUK Increase,LUK Increase,Flat,0,11.7647,11.7647,14.2857,,,
573,Pendant,Rare,Non prime,MaxHP Increase,MaxHP Increase,Flat,0,17.647,17.647,14.2857,,,
574,Pendant,Rare,Non prime,MaxMP Increase,MaxMP Increase,Flat,0,17.647,17.647,14.2857,,,
575,Pendant,Rare,Non prime,DEF Increase,DEF Increase,Flat,0,17.647,17.647,14.2857,,,
576,Face Accessory,Rare,Prime,STR Increase,STR Increase,Flat,0,4.7619,4.7619,7.5,,,
577,Face Accessory,Rare,Prime,DEX Increase,DEX Increase,Flat,0,4.7619,4.7619,7.5,,,
578,Face Accessory,Rare,Prime,INT Increase,INT Increase,Flat,0,4.7619,4.7619,7.5,,,
579,Face Accessory,Rare,Prime,LUK Increase,LUK Increase,Flat,0,4.7619,4.7619,7.5,,,
580,Face Accessory,Rare,Prime,MaxHP Increase,MaxHP Increase,Flat,0,7.1428,7.1428,7.5,,,
581,Face Accessory,Rare,Prime,MaxMP Increase,MaxMP Increase,Flat,0,7.1428,7.1428,7.5,,,
582,Face Accessory,Rare,Prime,DEF Increase,DEF Increase,Flat,0,7.1428,7.1428,5,,,
583,Face Accessory,Rare,Prime,STR% Increase,STR Increase,Perc,0,4.7619,4.7619,7.5,,,
584,Face Accessory,Rare,Prime,DEX% Increase,DEX Increase,Perc,0,4.7619,4.7619,7.5,,,
585,Face Accessory,Rare,Prime,INT% Increase,INT Increase,Perc,0,4.7619,4.7619,7.5,,,
586,Face Accessory,Rare,Prime,LUK% Increase,LUK Increase,Perc,0,4.7619,4.7619,7.5,,,
587,Face Accessory,Rare,Prime,MaxHP% Increase,MaxHP Increase,Perc,0,7.1428,7.1428,5,,,
588,Face Accessory,Rare,Prime,MaxMP% Increase,MaxMP Increase,Perc,0,7.1428,7.1428,5,,,
589,Face Accessory,Rare,Prime,DEF% Increase,DEF Increase,Perc,0,7.1428,7.1428,5,,,
590,Face Accessory,Rare,Prime,All Stats Increase,All Stats Increase,Flat,0,4.7619,4.7619,5,,,
591,Face Accessory,Rare,Prime,Recover HP every 4 seconds,Recover HP every,Flat,0,7.1428,7.1428,0,,4.0,
592,Face Accessory,Rare,Prime,Recover MP every 4 seconds,Recover MP every,Flat,0,7.1428,7.1428,0,,4.0,
593,Eye Accessory,Rare,Prime,STR Increase,STR Increase,Flat,0,4.7619,4.7619,7.5,,,
594,Eye Accessory,Rare,Prime,DEX Increase,DEX Increase,Flat,0,4.7619,4.7619,7.5,,,
595,Eye Accessory,Rare,Prime,INT Increase,INT Increase,Flat,0,4.7619,4.7619,7.5,,,
596,Eye Accessory,Rare,Prime,LUK Increase,LUK Increase,Flat,0,4.7619,4.7619,7.5,,,
597,Eye Accessory,Rare,Prime,MaxHP Increase,MaxHP Increase,Flat,0,7.1428,7.1428,7.5,,,
598,Eye Accessory,Rare,Prime,MaxMP Increase,MaxMP Increase,Flat,0,7.1428,7.1428,7.5,,,
599,Eye Accessory,Rare,Prime,DEF Increase,DEF Increase,Flat,0,7.1428,7.1428,5,,,
600,Eye Accessory,Rare,Prime,STR% Increase,STR Increase,Perc,0,4.7619,4.7619,7.5,,,
601,Eye Accessory,Rare,Prime,DEX% Increase,DEX Increase,Perc,0,4.7619,4.7619,7.5,,,
602,Eye Accessory,Rare,Prime,INT% Increase,INT Increase,Perc,0,4.7619,4.7619,7.5,,,
603,Eye Accessory,Rare,Prime,LUK% Increase,LUK Increase,Perc,0,4.7619,4.7619,7.5,,,
604,Eye Accessory,Rare,Prime,MaxHP% Increase,MaxHP Increase,Perc,0,7.1428,7.1428,5,,,
605,Eye Accessory,Rare,Prime,MaxMP% Increase,MaxMP Increase,Perc,0,7.1428,7.1428,5,,,
606,Eye Accessory,Rare,Prime,DEF% Increase,DEF Increase,Perc,0,7.1428,7.1428,5,,,
607,Eye Accessory,Rare,Prime,All Stats Increase,All Stats Increase,Flat,0,4.7619,4.7619,5,,,
608,Eye Accessory,Rare,Prime,Recover HP every 4 seconds,Recover HP every,Flat,0,7.1428,7.1428,0,,4.0,
609,Eye Accessory,Rare,Prime,Recover MP every 4 seconds,Recover MP every,Flat,0,7.1428,7.1428,0,,4.0,
610,Ring,Rare,Prime,STR Increase,STR Increase,Flat,0,4.7619,4.7619,7.5,,,
611,Ring,Rare,Prime,DEX Increase,DEX Increase,Flat,0,4.7619,4.7619,7.5,,,
612,Ring,Rare,Prime,INT Increase,INT Increase,Flat,0,4.7619,4.7619,7.5,,,
613,Ring,Rare,Prime,LUK Increase,LUK Increase,Flat,0,4.7619,4.7619,7.5,,,
614,Ring,Rare,Prime,MaxHP Increase,MaxHP Increase,Flat,0,7.1428,7.1428,7.5,,,
615,Ring,Rare,Prime,MaxMP Increase,MaxMP Increase,Flat,0,7.1428,7.1428,7.5,,,
616,Ring,Rare,Prime,DEF Increase,DEF Increase,Flat,0,7.1428,7.1428,5,,,
617,Ring,Rare,Prime,STR% Increase,STR Increase,Perc,0,4.7619,4.7619,7.5,,,
618,Ring,Rare,Prime,DEX% Increase,DEX Increase,Perc,0,4.7619,4.7619,7.5,,,
619,Ring,Rare,Prime,INT% Increase,INT Increase,Perc,0,4.7619,4.7619,7.5,,,
620,Ring,Rare,Prime,LUK% Increase,LUK Increase,Perc,0,4.7619,4.7619,7.5,,,
621,Ring,Rare,Prime,MaxHP% Increase,MaxHP Increase,Perc,0,7.1428,7.1428,5,,,
622,Ring,Rare,Prime,MaxMP% Increase,MaxMP Increase,Perc,0,7.1428,7.1428,5,,,
623,Ring,Rare,Prime,DEF% Increase,DEF Increase,Perc,0,7.1428,7.1428,5,,,
624,Ring,Rare,Prime,All Stats Increase,All Stats Increase,Flat,0,4.7619,4.7619,5,,,
625,Ring,Rare,Prime,Recover HP every 4 seconds,Recover HP every,Flat,0,7.1428,7.1428,0,,4.0,
626,Ring,Rare,Prime,Recover MP every 4 seconds,Recover MP every,Flat,0,7.1428,7.1428,0,,4.0,
627,Earring,Rare,Prime,STR Increase,STR Increase,Flat,0,4.7619,4.7619,7.5,,,
628,Earring,Rare,Prime,DEX Increase,DEX Increase,Flat,0,4.7619,4.7619,7.5,,,
629,Earring,Rare,Prime,INT Increase,INT Increase,Flat,0,4.7619,4.7619,7.5,,,
630,Earring,Rare,Prime,LUK Increase,LUK Increase,Flat,0,4.7619,4.7619,7.5,,,
631,Earring,Rare,Prime,MaxHP Increase,MaxHP Increase,Flat,0,7.1428,7.1428,7.5,,,
632,Earring,Rare,Prime,MaxMP Increase,MaxMP Increase,Flat,0,7.1428,7.1428,7.5,,,
633,Earring,Rare,Prime,DEF Increase,DEF Increase,Flat,0,7.1428,7.1428,5,,,
634,Earring,Rare,Prime,STR% Increase,STR Increase,Perc,0,4.7619,4.7619,7.5,,,
635,Earring,Rare,Prime,DEX% Increase,DEX Increase,Perc,0,4.7619,4.7619,7.5,,,
636,Earring,Rare,Prime,INT% Increase,INT Increase,Perc,0,4.7619,4.7619,7.5,,,
637,Earring,Rare,Prime,LUK% Increase,LUK Increase,Perc,0,4.7619,4.7619,7.5,,,
638,Earring,Rare,Prime,MaxHP% Increase,MaxHP Increase,Perc,0,7.1428,7.1428,5,,,
639,Earring,Rare,Prime,MaxMP% Increase,MaxMP Increase,Perc,0,7.1428,7.1428,5,,,
640,Earring,Rare,Prime,DEF% Increase,DEF Increase,Perc,0,7.1428,7.1428,5,,,
641,Earring,Rare,Prime,All Stats Increase,All Stats Increase,Flat,0,4.7619,4.7619,5,,,
642,Earring,Rare,Prime,Recover HP every 4 seconds,Recover HP every,Flat,0,7.1428,7.1428,0,,4.0,
643,Earring,Rare,Prime,Recover MP every 4 seconds,Recover MP every,Flat,0,7.1428,7.1428,0,,4.0,
644,Pendant,Rare,Prime,STR Increase,STR Increase,Flat,0,4.7619,4.7619,7.5,,,
645,Pendant,Rare,Prime,DEX Increase,DEX Increase,Flat,0,4.7619,4.7619,7.5,,,
646,Pendant,Rare,Prime,INT Increase,INT Increase,Flat,0,4.7619,4.7619,7.5,,,
647,Pendant,Rare,Prime,LUK Increase,LUK Increase,Flat,0,4.7619,4.7619,7.5,,,
648,Pendant,Rare,Prime,MaxHP Increase,MaxHP Increase,Flat,0,7.1428,7.1428,7.5,,,
649,Pendant,Rare,Prime,MaxMP Increase,MaxMP Increase,Flat,0,7.1428,7.1428,7.5,,,
650,Pendant,Rare,Prime,DEF Increase,DEF Increase,Flat,0,7.1428,7.1428,5,,,
651,Pendant,Rare,Prime,STR% Increase,STR Increase,Perc,0,4.7619,4.7619,7.5,,,
652,Pendant,Rare,Prime,DEX% Increase,DEX Increase,Perc,0,4.7619,4.7619,7.5,,,
653,Pendant,Rare,Prime,INT% Increase,INT Increase,Perc,0,4.7619,4.7619,7.5,,,
654,Pendant,Rare,Prime,LUK% Increase,LUK Increase,Perc,0,4.7619,4.7619,7.5,,,
655,Pendant,Rare,Prime,MaxHP% Increase,MaxHP Increase,Perc,0,7.1428,7.1428,5,,,
656,Pendant,Rare,Prime,MaxMP% Increase,MaxMP Increase,Perc,0,7.1428,7.1428,5,,,
657,Pendant,Rare,Prime,DEF% Increase,DEF Increase,Perc,0,7.1428,7.1428,5,,,
658,Pendant,Rare,Prime,All Stats Increase,All Stats Increase,Flat,0,4.7619,4.7619,5,,,
659,Pendant,Rare,Prime,Recover HP every 4 seconds,Recover HP every,Flat,0,7.1428,7.1428,0,,4.0,
660,Pendant,Rare,Prime,Recover MP every 4 seconds,Recover MP every,Flat,0,7.1428,7.1428,0,,4.0,
661,Face Accessory,Epic,Prime,STR% Increase,STR Increase,Perc,0,11.1111,11.1111,14.2857,,,
662,Face Accessory,Epic,Prime,DEX% Increase,DEX Increase,Perc,0,11.1111,11.1111,14.2857,,,
663,Face Accessory,Epic,Prime,INT% Increase,INT Increase,Perc,0,11.1111,11.1111,14.2857,,,
664,Face Accessory,Epic,Prime,LUK% Increase,LUK Increase,Perc,0,11.1111,11.1111,14.2857,,,
665,Face Accessory,Epic,Prime,MaxHP% Increase,MaxHP Increase,Perc,0,16.6666,16.6666,14.2857,,,
666,Face Accessory,Epic,Prime,MaxMP% Increase,MaxMP Increase,Perc,0,16.6666,16.6666,14.2857,,,
667,Face Accessory,Epic,Prime,DEF% Increase,DEF Increase,Perc,0,16.6666,16.6666,8.5714,,,
668,Face Accessory,Epic,Prime,All Stats% Increase,All Stats Increase,Perc,0,5.5555,5.5555,5.7142,,,
669,Eye Accessory,Epic,Prime,STR% Increase,STR Increase,Perc,0,11.1111,11.1111,14.2857,,,
670,Eye Accessory,Epic,Prime,DEX% Increase,DEX Increase,Perc,0,11.1111,11.1111,14.2857,,,
671,Eye Accessory,Epic,Prime,INT% Increase,INT Increase,Perc,0,11.1111,11.1111,14.2857,,,
672,Eye Accessory,Epic,Prime,LUK% Increase,LUK Increase,Perc,0,11.1111,11.1111,14.2857,,,
673,Eye Accessory,Epic,Prime,MaxHP% Increase,MaxHP Increase,Perc,0,16.6666,16.6666,14.2857,,,
674,Eye Accessory,Epic,Prime,MaxMP% Increase,MaxMP Increase,Perc,0,16.6666,16.6666,14.2857,,,
675,Eye Accessory,Epic,Prime,DEF% Increase,DEF Increase,Perc,0,16.6666,16.6666,8.5714,,,
676,Eye Accessory,Epic,Prime,All Stats% Increase,All Stats Increase,Perc,0,5.5555,5.5555,5.7142,,,
677,Ring,Epic,Prime,STR% Increase,STR Increase,Perc,0,11.1111,11.1111,14.2857,,,
678,Ring,Epic,Prime,DEX% Increase,DEX Increase,Perc,0,11.1111,11.1111,14.2857,,,
679,Ring,Epic,Prime,INT% Increase,INT Increase,Perc,0,11.1111,11.1111,14.2857,,,
680,Ring,Epic,Prime,LUK% Increase,LUK Increase,Perc,0,11.1111,11.1111,14.2857,,,
681,Ring,Epic,Prime,MaxHP% Increase,MaxHP Increase,Perc,0,16.6666,16.6666,14.2857,,,
682,Ring,Epic,Prime,MaxMP% Increase,MaxMP Increase,Perc,0,16.6666,16.6666,14.2857,,,
683,Ring,Epic,Prime,DEF% Increase,DEF Increase,Perc,0,16.6666,16.6666,8.5714,,,
684,Ring,Epic,Prime,All Stats% Increase,All Stats Increase,Perc,0,5.5555,5.5555,5.7142,,,
685,Earring,Epic,Prime,STR% Increase,STR Increase,Perc,0,11.1111,11.1111,14.2857,,,
686,Earring,Epic,Prime,DEX% Increase,DEX Increase,Perc,0,11.1111,11.1111,14.2857,,,
687,Earring,Epic,Prime,INT% Increase,INT Increase,Perc,0,11.1111,11.1111,14.2857,,,
688,Earring,Epic,Prime,LUK% Increase,LUK Increase,Perc,0,11.1111,11.1111,14.2857,,,
689,Earring,Epic,Prime,MaxHP% Increase,MaxHP Increase,Perc,0,16.6666,16.6666,14.2857,,,
690,Earring,Epic,Prime,MaxMP% Increase,MaxMP Increase,Perc,0,16.6666,16.6666,14.2857,,,
691,Earring,Epic,Prime,DEF% Increase,DEF Increase,Perc,0,16.6666,16.6666,8.5714,,,
692,Earring,Epic,Prime,All Stats% Increase,All Stats Increase,Perc,0,5.5555,5.5555,5.7142,,,
693,Pendant,Epic,Prime,STR% Increase,STR Increase,Perc,0,11.1111,11.1111,14.2857,,,
694,Pendant,Epic,Prime,DEX% Increase,DEX Increase,Perc,0,11.1111,11.1111,14.2857,,,
695,Pendant,Epic,Prime,INT% Increase,INT Increase,Perc,0,11.1111,11.1111,14.2857,,,
696,Pendant,Epic,Prime,LUK% Increase,LUK Increase,Perc,0,11.1111,11.1111,14.2857,,,
697,Pendant,Epic,Prime,MaxHP% Increase,MaxHP Increase,Perc,0,16.6666,16.6666,14.2857,,,
698,Pendant,Epic,Prime,MaxMP% Increase,MaxMP Increase,Perc,0,16.6666,16.6666,14.2857,,,
699,Pendant,Epic,Prime,DEF% Increase,DEF Increase,Perc,0,16.6666,16.6666,8.5714,,,
700,Pendant,Epic,Prime,All Stats% Increase,All Stats Increase,Perc,0,5.5555,5.5555,5.7142,,,
701,Face Accessory,Unique,Prime,STR% Increase,STR Increase,Perc,0,9.5238,9.5238,11.3636,,,
702,Face Accessory,Unique,Prime,DEX% Increase,DEX Increase,Perc,0,9.5238,9.5238,11.3636,,,
703,Face Accessory,Unique,Prime,INT% Increase,INT Increase,Perc,0,9.5238,9.5238,11.3636,,,
704,Face Accessory,Unique,Prime,LUK% Increase,LUK Increase,Perc,0,9.5238,9.5238,11.3636,,,
705,Face Accessory,Unique,Prime,MaxHP% Increase,MaxHP Increase,Perc,0,14.2857,14.2857,13.6363,,,
706,Face Accessory,Unique,Prime,MaxMP% Increase,MaxMP Increase,Perc,0,14.2857,14.2857,13.6363,,,
707,Face Accessory,Unique,Prime,DEF% Increase,DEF Increase,Perc,0,14.2857,14.2857,9.0909,,,
708,Face Accessory,Unique,Prime,All Stats% Increase,All Stats Increase,Perc,0,4.7619,4.7619,9.0909,,,
709,Face Accessory,Unique,Prime,Skills and Potion HP Recovery% Increase,Skills and Potion HP Recovery Increase,Perc,0,14.2857,14.2857,9.0909,,,
710,Eye Accessory,Unique,Prime,STR% Increase,STR Increase,Perc,0,9.5238,9.5238,11.3636,,,
711,Eye Accessory,Unique,Prime,DEX% Increase,DEX Increase,Perc,0,9.5238,9.5238,11.3636,,,
712,Eye Accessory,Unique,Prime,INT% Increase,INT Increase,Perc,0,9.5238,9.5238,11.3636,,,
713,Eye Accessory,Unique,Prime,LUK% Increase,LUK Increase,Perc,0,9.5238,9.5238,11.3636,,,
714,Eye Accessory,Unique,Prime,MaxHP% Increase,MaxHP Increase,Perc,0,14.2857,14.2857,13.6363,,,
715,Eye Accessory,Unique,Prime,MaxMP% Increase,MaxMP Increase,Perc,0,14.2857,14.2857,13.6363,,,
716,Eye Accessory,Unique,Prime,DEF% Increase,DEF Increase,Perc,0,14.2857,14.2857,9.0909,,,
717,Eye Accessory,Unique,Prime,All Stats% Increase,All Stats Increase,Perc,0,4.7619,4.7619,9.0909,,,
718,Eye Accessory,Unique,Prime,Skills and Potion HP Recovery% Increase,Skills and Potion HP Recovery Increase,Perc,0,14.2857,14.2857,9.0909,,,
719,Ring,Unique,Prime,STR% Increase,STR Increase,Perc,0,9.5238,9.5238,11.3636,,,
720,Ring,Unique,Prime,DEX% Increase,DEX Increase,Perc,0,9.5238,9.5238,11.3636,,,
721,Ring,Unique,Prime,INT% Increase,INT Increase,Perc,0,9.5238,9.5238,11.3636,,,
722,Ring,Unique,Prime,LUK% Increase,LUK Increase,Perc,0,9.5238,9.5238,11.3636,,,
723,Ring,Unique,Prime,MaxHP% Increase,MaxHP Increase,Perc,0,14.2857,14.2857,13.6363,,,
724,Ring,Unique,Prime,MaxMP% Increase,MaxMP Increase,Perc,0,14.2857,14.2857,13.6363,,,
725,Ring,Unique,Prime,DEF% Increase,DEF Increase,Perc,0,14.2857,14.2857,9.0909,,,
726,Ring,Unique,Prime,All Stats% Increase,All Stats Increase,Perc,0,4.7619,4.7619,9.0909,,,
727,Ring,Unique,Prime,Skills and Potion HP Recovery% Increase,Skills and Potion HP Recovery Increase,Perc,0,14.2857,14.2857,9.0909,,,
728,Earring,Unique,Prime,STR% Increase,STR Increase,Perc,0,9.5238,9.5238,11.3636,,,
729,Earring,Unique,Prime,DEX% Increase,DEX Increase,Perc,0,9.5238,9.5238,11.3636,,,
730,Earring,Unique,Prime,INT% Increase,INT Increase,Perc,0,9.5238,9.5238,11.3636,,,
731,Earring,Unique,Prime,LUK% Increase,LUK Increase,Perc,0,9.5238,9.5238,11.3636,,,
732,Earring,Unique,Prime,MaxHP% Increase,MaxHP Increase,Perc,0,14.2857,14.2857,13.6363,,,
733,Earring,Unique,Prime,MaxMP% Increase,MaxMP Increase,Perc,0,14.2857,14.2857,13.6363,,,
734,Earring,Unique,Prime,DEF% Increase,DEF Increase,Perc,0,14.2857,14.2857,9.0909,,,
735,Earring,Unique,Prime,All Stats% Increase,All Stats Increase,Perc,0,4.7619,4.7619,9.0909,,,
736,Earring,Unique,Prime,Skills and Potion HP Recovery% Increase,Skills and Potion HP Recovery Increase,Perc,0,14.2857,14.2857,9.0909,,,
