,Slot,Grade,Prime,DisplayStat,StatT,MinLvl,MaxLvl,Stat value,Chance
4244,Earring,Rare,Non prime,MaxHP Increase,Flat,91,100,50,0
4245,Earring,Rare,Non prime,MaxHP Increase,Flat,101,110,55,0
4246,Earring,Rare,Non prime,MaxHP Increase,Flat,111,300,60,0
4247,Pendant,Rare,Non prime,MaxHP Increase,Flat,0,10,5,0
4248,Pendant,Rare,Non prime,MaxHP Increase,Flat,11,20,10,0
4249,Pendant,Rare,Non prime,MaxHP Increase,Flat,21,30,15,0
4250,Pendant,Rare,Non prime,MaxHP Increase,Flat,31,40,20,0
4251,Pendant,Rare,Non prime,MaxHP Increase,Flat,41,50,25,0
4252,Pendant,Rare,Non prime,MaxHP Increase,Flat,51,60,30,0
4253,Pendant,Rare,Non prime,MaxHP Increase,Flat,61,70,35,0
4254,Pendant,Rare,Non prime,MaxHP Increase,Flat,71,80,40,0
4255,Pendant,Rare,Non prime,MaxHP Increase,Flat,81,90,45,0
4256,Pendant,Rare,Non prime,MaxHP Increase,Flat,91,100,50,0
4257,Pendant,Rare,Non prime,MaxHP Increase,Flat,101,110,55,0
4258,Pendant,Rare,Non prime,MaxHP Increase,Flat,111,300,60,0
4259,Face Accessory,Rare,Non prime,MaxMP Increase,Flat,0,10,5,0
4260,Face Accessory,Rare,Non prime,MaxMP Increase,Flat,11,20,10,0
4261,Face Accessory,Rare,Non prime,MaxMP Increase,Flat,21,30,15,0
4262,Face Accessory,Rare,Non prime,MaxMP Increase,Flat,31,40,20,0
4263,Face Accessory,Rare,Non prime,MaxMP Increase,Flat,41,50,25,0
4264,Face Accessory,Rare,Non prime,MaxMP Increase,Flat,51,60,30,0
4265,Face Accessory,Rare,Non prime,MaxMP Increase,Flat,61,70,35,0
4266,Face Accessory,Rare,Non prime,MaxMP Increase,Flat,71,80,40,0
4267,Face Accessory,Rare,Non prime,MaxMP Increase,Flat,81,90,45,0
4268,Face Accessory,Rare,Non prime,MaxMP Increase,Flat,91,100,50,0
4269,Face Accessory,Rare,Non prime,MaxMP Increase,Flat,101,110,55,0
4270,Face Accessory,Rare,Non prime,MaxMP Increase,Flat,111,300,60,0
4271,Eye Accessory,Rare,Non prime,MaxMP Increase,Flat,0,10,5,0
4272,Eye Accessory,Rare,Non prime,MaxMP Increase,Flat,11,20,10,0
4273,Eye Accessory,Rare,Non prime,MaxMP Increase,Flat,21,30,15,0
4274,Eye Accessory,Rare,Non prime,MaxMP Increase,Flat,31,40,20,0
4275,Eye Accessory,Rare,Non prime,MaxMP Increase,Flat,41,50,25,0
4276,Eye Accessory,Rare,Non prime,MaxMP Increase,Flat,51,60,30,0
4277,Eye Accessory,Rare,Non prime,MaxMP Increase,Flat,61,70,35,0
4278,Eye Accessory,Rare,Non prime,MaxMP Increase,Flat,71,80,40,0
4279,Eye Accessory,Rare,Non prime,MaxMP Increase,Flat,81,90,45,0
4280,Eye Accessory,Rare,Non prime,MaxMP Increase,Flat,91,100,50,0
4281,Eye Accessory,Rare,Non prime,MaxMP Increase,Flat,101,110,55,0
4282,Eye Accessory,Rare,Non prime,MaxMP Increase,Flat,111,300,60,0
4283,Ring,Rare,Non prime,MaxMP Increase,Flat,0,10,5,0
4284,Ring,Rare,Non prime,MaxMP Increase,Flat,11,20,10,0
4285,Ring,Rare,Non prime,MaxMP Increase,Flat,21,30,15,0
4286,Ring,Rare,Non prime,MaxMP Increase,Flat,31,40,20,0
4287,Ring,Rare,Non prime,MaxMP Increase,Flat,41,50,25,0
4288,Ring,Rare,Non prime,MaxMP Increase,Flat,51,60,30,0
4289,Ring,Rare,Non prime,MaxMP Increase,Flat,61,70,35,0
4290,Ring,Rare,Non prime,MaxMP Increase,Flat,71,80,40,0
4291,Ring,Rare,Non prime,MaxMP Increase,Flat,81,90,45,0
4292,Ring,Rare,Non prime,MaxMP Increase,Flat,91,100,50,0
4293,Ring,Rare,Non prime,MaxMP Increase,Flat,101,110,55,0
4294,Ring,Rare,Non prime,MaxMP Increase,Flat,111,300,60,0
4295,Earring,Rare,Non prime,MaxMP Increase,Flat,0,10,5,0
4296,Earring,Rare,Non prime,MaxMP Increase,Flat,11,20,10,0
4297,Earring,Rare,Non prime,MaxMP Increase,Flat,21,30,15,0
4298,Earring,Rare,Non prime,MaxMP Increase,Flat,31,40,20,0
4299,Earring,Rare,Non prime,MaxMP Increase,Flat,41,50,25,0
4300,Earring,Rare,Non prime,MaxMP Increase,Flat,51,60,30,0
4301,Earring,Rare,Non prime,MaxMP Increase,Flat,61,70,35,0
4302,Earring,Rare,Non prime,MaxMP Increase,Flat,71,80,40,0
4303,Earring,Rare,Non prime,MaxMP Increase,Flat,81,90,45,0
4304,Earring,Rare,Non prime,MaxMP Increase,Flat,91,100,50,0
4305,Earring,Rare,Non prime,MaxMP Increase,Flat,101,110,55,0
4306,Earring,Rare,Non prime,MaxMP Increase,Flat,111,300,60,0
4307,Pendant,Rare,Non prime,MaxMP Increase,Flat,0,10,5,0
4308,Pendant,Rare,Non prime,MaxMP Increase,Flat,11,20,10,0
4309,Pendant,Rare,Non prime,MaxMP Increase,Flat,21,30,15,0
4310,Pendant,Rare,Non prime,MaxMP Increase,Flat,31,40,20,0
4311,Pendant,Rare,Non prime,MaxMP Increase,Flat,41,50,25,0
4312,Pendant,Rare,Non prime,MaxMP Increase,Flat,51,60,30,0
4313,Pendant,Rare,Non prime,MaxMP Increase,Flat,61,70,35,0
4314,Pendant,Rare,Non prime,MaxMP Increase,Flat,71,80,40,0
4315,Pendant,Rare,Non prime,MaxMP Increase,Flat,81,90,45,0
4316,Pendant,Rare,Non prime,MaxMP Increase,Flat,91,100,50,0
4317,Pendant,Rare,Non prime,MaxMP Increase,Flat,101,110,55,0
4318,Pendant,Rare,Non prime,MaxMP Increase,Flat,111,300,60,0
4319,Face Accessory,Rare,Non prime,DEF Increase,Flat,0,10,5,0
4320,Face Accessory,Rare,Non prime,DEF Increase,Flat,11,20,10,0
4321,Face Accessory,Rare,Non prime,DEF Increase,Flat,21,30,15,0
4322,Face Accessory,Rare,Non prime,DEF Increase,Flat,31,40,20,0
4323,Face Accessory,Rare,Non prime,DEF Increase,Flat,41,50,25,0
4324,Face Accessory,Rare,Non prime,DEF Increase,Flat,51,60,30,0
4325,Face Accessory,Rare,Non prime,DEF Increase,Flat,61,70,35,0
4326,Face Accessory,Rare,Non prime,DEF Increase,Flat,71,80,40,0
4327,Face Accessory,Rare,Non prime,DEF Increase,Flat,81,90,45,0
4328,Face Accessory,Rare,Non prime,DEF Increase,Flat,91,100,50,0
4329,Face Accessory,Rare,Non prime,DEF Increase,Flat,101,110,55,0
4330,Face Accessory,Rare,Non prime,DEF Increase,Flat,111,300,60,0
4331,Eye Accessory,Rare,Non prime,DEF Increase,Flat,0,10,5,0
4332,Eye Accessory,Rare,Non prime,DEF Increase,Flat,11,20,10,0
4333,Eye Accessory,Rare,Non prime,DEF Increase,Flat,21,30,15,0
4334,Eye Accessory,Rare,Non prime,DEF Increase,Flat,31,40,20,0
4335,Eye Accessory,Rare,Non prime,DEF Increase,Flat,41,50,25,0
4336,Eye Accessory,Rare,Non prime,DEF Increase,Flat,51,60,30,0
4337,Eye Accessory,Rare,Non prime,DEF Increase,Flat,61,70,35,0
4338,Eye Accessory,Rare,Non prime,DEF Increase,Flat,71,80,40,0
4339,Eye Accessory,Rare,Non prime,DEF Increase,Flat,81,90,45,0
4340,Eye Accessory,Rare,Non prime,DEF Increase,Flat,91,100,50,0
4341,Eye Accessory,Rare,Non prime,DEF Increase,Flat,101,110,55,0
4342,Eye Accessory,Rare,Non prime,DEF Increase,Flat,111,300,60,0
4343,Ring,Rare,Non prime,DEF Increase,Flat,0,10,5,0
4344,Ring,Rare,Non prime,DEF Increase,Flat,11,20,10,0
4345,Ring,Rare,Non prime,DEF Increase,Flat,21,30,15,0
4346,Ring,Rare,Non prime,DEF Increase,Flat,31,40,20,0
4347,Ring,Rare,Non prime,DEF Increase,Flat,41,50,25,0
4348,Ring,Rare,Non prime,DEF Increase,Flat,51,60,30,0
4349,Ring,Rare,Non prime,DEF Increase,Flat,61,70,35,0
4350,Ring,Rare,Non prime,DEF Increase,Flat,71,80,40,0
4351,Ring,Rare,Non prime,DEF Increase,Flat,81,90,45,0
4352,Ring,Rare,Non prime,DEF Increase,Flat,91,100,50,0
4353,Ring,Rare,Non prime,DEF Increase,Flat,101,110,55,0
4354,Ring,Rare,Non prime,DEF Increase,Flat,111,300,60,0
4355,Earring,Rare,Non prime,DEF Increase,Flat,0,10,5,0
4356,Earring,Rare,Non prime,DEF Increase,Flat,11,20,10,0
4357,Earring,Rare,Non prime,DEF Increase,Flat,21,30,15,0
4358,Earring,Rare,Non prime,DEF Increase,Flat,31,40,20,0
4359,Earring,Rare,Non prime,DEF Increase,Flat,41,50,25,0
4360,Earring,Rare,Non prime,DEF Increase,Flat,51,60,30,0
4361,Earring,Rare,Non prime,DEF Increase,Flat,61,70,35,0
4362,Earring,Rare,Non prime,DEF Increase,Flat,71,80,40,0
4363,Earring,Rare,Non prime,DEF Increase,Flat,81,90,45,0
4364,Earring,Rare,Non prime,DEF Increase,Flat,91,100,50,0
4365,Earring,Rare,Non prime,DEF Increase,Flat,101,110,55,0
4366,Earring,Rare,Non prime,DEF Increase,Flat,111,300,60,0
4367,Pendant,Rare,Non prime,DEF Increase,Flat,0,10,5,0
4368,Pendant,Rare,Non prime,DEF Increase,Flat,11,20,10,0
4369,Pendant,Rare,Non prime,DEF Increase,Flat,21,30,15,0
4370,Pendant,Rare,Non prime,DEF Increase,Flat,31,40,20,0
4371,Pendant,Rare,Non prime,DEF Increase,Flat,41,50,25,0
4372,Pendant,Rare,Non prime,DEF Increase,Flat,51,60,30,0
4373,Pendant,Rare,Non prime,DEF Increase,Flat,61,70,35,0
4374,Pendant,Rare,Non prime,DEF Increase,Flat,71,80,40,0
4375,Pendant,Rare,Non prime,DEF Increase,Flat,81,90,45,0
4376,Pendant,Rare,Non prime,DEF Increase,Flat,91,100,50,0
4377,Pendant,Rare,Non prime,DEF Increase,Flat,101,110,55,0
4378,Pendant,Rare,Non prime,DEF Increase,Flat,111,300,60,0
4379,Face Accessory,Rare,Prime,STR Increase,Flat,0,20,2,0
4380,Face Accessory,Rare,Prime,STR Increase,Flat,21,50,4,0
4381,Face Accessory,Rare,Prime,STR Increase,Flat,51,70,6,0
4382,Face Accessory,Rare,Prime,STR Increase,Flat,71,90,8,0
4383,Face Accessory,Rare,Prime,STR Increase,Flat,91,300,10,0
4384,Eye Accessory,Rare,Prime,STR Increase,Flat,0,20,2,0
4385,Eye Accessory,Rare,Prime,STR Increase,Flat,21,50,4,0
4386,Eye Accessory,Rare,Prime,STR Increase,Flat,51,70,6,0
4387,Eye Accessory,Rare,Prime,STR Increase,Flat,71,90,8,0
4388,Eye Accessory,Rare,Prime,STR Increase,Flat,91,300,10,0
4389,Ring,Rare,Prime,STR Increase,Flat,0,20,2,0
4390,Ring,Rare,Prime,STR Increase,Flat,21,50,4,0
4391,Ring,Rare,Prime,STR Increase,Flat,51,70,6,0
4392,Ring,Rare,Prime,STR Increase,Flat,71,90,8,0
4393,Ring,Rare,Prime,STR Increase,Flat,91,300,10,0
4394,Earring,Rare,Prime,STR Increase,Flat,0,20,2,0
4395,Earring,Rare,Prime,STR Increase,Flat,21,50,4,0
4396,Earring,Rare,Prime,STR Increase,Flat,51,70,6,0
4397,Earring,Rare,Prime,STR Increase,Flat,71,90,8,0
4398,Earring,Rare,Prime,STR Increase,Flat,91,300,10,0
4399,Pendant,Rare,Prime,STR Increase,Flat,0,20,2,0
4400,Pendant,Rare,Prime,STR Increase,Flat,21,50,4,0
4401,Pendant,Rare,Prime,STR Increase,Flat,51,70,6,0
4402,Pendant,Rare,Prime,STR Increase,Flat,71,90,8,0
4403,Pendant,Rare,Prime,STR Increase,Flat,91,300,10,0
4404,Face Accessory,Rare,Prime,DEX Increase,Flat,0,20,2,0
4405,Face Accessory,Rare,Prime,DEX Increase,Flat,21,50,4,0
4406,Face Accessory,Rare,Prime,DEX Increase,Flat,51,70,6,0
4407,Face Accessory,Rare,Prime,DEX Increase,Flat,71,90,8,0
4408,Face Accessory,Rare,Prime,DEX Increase,Flat,91,300,10,0
4409,Eye Accessory,Rare,Prime,DEX Increase,Flat,0,20,2,0
4410,Eye Accessory,Rare,Prime,DEX Increase,Flat,21,50,4,0
4411,Eye Accessory,Rare,Prime,DEX Increase,Flat,51,70,6,0
4412,Eye Accessory,Rare,Prime,DEX Increase,Flat,71,90,8,0
4413,Eye Accessory,Rare,Prime,DEX Increase,Flat,91,300,10,0
4414,Ring,Rare,Prime,DEX Increase,Flat,0,20,2,0
4415,Ring,Rare,Prime,DEX Increase,Flat,21,50,4,0
4416,Ring,Rare,Prime,DEX Increase,Flat,51,70,6,0
4417,Ring,Rare,Prime,DEX Increase,Flat,71,90,8,0
4418,Ring,Rare,Prime,DEX Increase,Flat,91,300,10,0
4419,Earring,Rare,Prime,DEX Increase,Flat,0,20,2,0
4420,Earring,Rare,Prime,DEX Increase,Flat,21,50,4,0
4421,Earring,Rare,Prime,DEX Increase,Flat,51,70,6,0
4422,Earring,Rare,Prime,DEX Increase,Flat,71,90,8,0
4423,Earring,Rare,Prime,DEX Increase,Flat,91,300,10,0
4424,Pendant,Rare,Prime,DEX Increase,Flat,0,20,2,0
4425,Pendant,Rare,Prime,DEX Increase,Flat,21,50,4,0
4426,Pendant,Rare,Prime,DEX Increase,Flat,51,70,6,0
4427,Pendant,Rare,Prime,DEX Increase,Flat,71,90,8,0
4428,Pendant,Rare,Prime,DEX Increase,Flat,91,300,10,0
4429,Face Accessory,Rare,Prime,INT Increase,Flat,0,20,2,0
4430,Face Accessory,Rare,Prime,INT Increase,Flat,21,50,4,0
4431,Face Accessory,Rare,Prime,INT Increase,Flat,51,70,6,0
4432,Face Accessory,Rare,Prime,INT Increase,Flat,71,90,8,0
4433,Face Accessory,Rare,Prime,INT Increase,Flat,91,300,10,0
4434,Eye Accessory,Rare,Prime,INT Increase,Flat,0,20,2,0
4435,Eye Accessory,Rare,Prime,INT Increase,Flat,21,50,4,0
4436,Eye Accessory,Rare,Prime,INT Increase,Flat,51,70,6,0
4437,Eye Accessory,Rare,Prime,INT Increase,Flat,71,90,8,0
4438,Eye Accessory,Rare,Prime,INT Increase,Flat,91,300,10,0
4439,Ring,Rare,Prime,INT Increase,Flat,0,20,2,0
4440,Ring,Rare,Prime,INT Increase,Flat,21,50,4,0
4441,Ring,Rare,Prime,INT Increase,Flat,51,70,6,0
4442,Ring,Rare,Prime,INT Increase,Flat,71,90,8,0
4443,Ring,Rare,Prime,INT Increase,Flat,91,300,10,0
4444,Earring,Rare,Prime,INT Increase,Flat,0,20,2,0
4445,Earring,Rare,Prime,INT Increase,Flat,21,50,4,0
4446,Earring,Rare,Prime,INT Increase,Flat,51,70,6,0
4447,Earring,Rare,Prime,INT Increase,Flat,71,90,8,0
4448,Earring,Rare,Prime,INT Increase,Flat,91,300,10,0
4449,Pendant,Rare,Prime,INT Increase,Flat,0,20,2,0
4450,Pendant,Rare,Prime,INT Increase,Flat,21,50,4,0
4451,Pendant,Rare,Prime,INT Increase,Flat,51,70,6,0
4452,Pendant,Rare,Prime,INT Increase,Flat,71,90,8,0
4453,Pendant,Rare,Prime,INT Increase,Flat,91,300,10,0
4454,Face Accessory,Rare,Prime,LUK Increase,Flat,0,20,2,0
4455,Face Accessory,Rare,Prime,LUK Increase,Flat,21,50,4,0
4456,Face Accessory,Rare,Prime,LUK Increase,Flat,51,70,6,0
4457,Face Accessory,Rare,Prime,LUK Increase,Flat,71,90,8,0
4458,Face Accessory,Rare,Prime,LUK Increase,Flat,91,300,10,0
4459,Eye Accessory,Rare,Prime,LUK Increase,Flat,0,20,2,0
4460,Eye Accessory,Rare,Prime,LUK Increase,Flat,21,50,4,0
4461,Eye Accessory,Rare,Prime,LUK Increase,Flat,51,70,6,0
4462,Eye Accessory,Rare,Prime,LUK Increase,Flat,71,90,8,0
4463,Eye Accessory,Rare,Prime,LUK Increase,Flat,91,300,10,0
4464,Ring,Rare,Prime,LUK Increase,Flat,0,20,2,0
4465,Ring,Rare,Prime,LUK Increase,Flat,21,50,4,0
4466,Ring,Rare,Prime,LUK Increase,Flat,51,70,6,0
4467,Ring,Rare,Prime,LUK Increase,Flat,71,90,8,0
4468,Ring,Rare,Prime,LUK Increase,Flat,91,300,10,0
4469,Earring,Rare,Prime,LUK Increase,Flat,0,20,2,0
4470,Earring,Rare,Prime,LUK Increase,Flat,21,50,4,0
4471,Earring,Rare,Prime,LUK Increase,Flat,51,70,6,0
4472,Earring,Rare,Prime,LUK Increase,Flat,71,90,8,0
4473,Earring,Rare,Prime,LUK Increase,Flat,91,300,10,0
4474,Pendant,Rare,Prime,LUK Increase,Flat,0,20,2,0
4475,Pendant,Rare,Prime,LUK Increase,Flat,21,50,4,0
4476,Pendant,Rare,Prime,LUK Increase,Flat,51,70,6,0
4477,Pendant,Rare,Prime,LUK Increase,Flat,71,90,8,0
4478,Pendant,Rare,Prime,LUK Increase,Flat,91,300,10,0
4479,Face Accessory,Rare,Prime,Weapon ATT Increase,Flat,0,20,1,0
4480,Face Accessory,Rare,Prime,Weapon ATT Increase,Flat,21,40,2,0
4481,Face Accessory,Rare,Prime,Weapon ATT Increase,Flat,41,60,4,0
4482,Face Accessory,Rare,Prime,Weapon ATT Increase,Flat,61,80,6,0
4483,Face Accessory,Rare,Prime,Weapon ATT Increase,Flat,81,90,8,0
4484,Face Accessory,Rare,Prime,Weapon ATT Increase,Flat,91,300,10,0
4485,Eye Accessory,Rare,Prime,Weapon ATT Increase,Flat,0,20,1,0
4486,Eye Accessory,Rare,Prime,Weapon ATT Increase,Flat,21,40,2,0
4487,Eye Accessory,Rare,Prime,Weapon ATT Increase,Flat,41,60,4,0
4488,Eye Accessory,Rare,Prime,Weapon ATT Increase,Flat,61,80,6,0
4489,Eye Accessory,Rare,Prime,Weapon ATT Increase,Flat,81,90,8,0
4490,Eye Accessory,Rare,Prime,Weapon ATT Increase,Flat,91,300,10,0
4491,Ring,Rare,Prime,Weapon ATT Increase,Flat,0,20,1,0
4492,Ring,Rare,Prime,Weapon ATT Increase,Flat,21,40,2,0
4493,Ring,Rare,Prime,Weapon ATT Increase,Flat,41,60,4,0
4494,Ring,Rare,Prime,Weapon ATT Increase,Flat,61,80,6,0
4495,Ring,Rare,Prime,Weapon ATT Increase,Flat,81,90,8,0
4496,Ring,Rare,Prime,Weapon ATT Increase,Flat,91,300,10,0
4497,Earring,Rare,Prime,Weapon ATT Increase,Flat,0,20,1,0
4498,Earring,Rare,Prime,Weapon ATT Increase,Flat,21,40,2,0
4499,Earring,Rare,Prime,Weapon ATT Increase,Flat,41,60,4,0
4500,Earring,Rare,Prime,Weapon ATT Increase,Flat,61,80,6,0
4501,Earring,Rare,Prime,Weapon ATT Increase,Flat,81,90,8,0
4502,Earring,Rare,Prime,Weapon ATT Increase,Flat,91,300,10,0
4503,Pendant,Rare,Prime,Weapon ATT Increase,Flat,0,20,1,0
4504,Pendant,Rare,Prime,Weapon ATT Increase,Flat,21,40,2,0
4505,Pendant,Rare,Prime,Weapon ATT Increase,Flat,41,60,4,0
4506,Pendant,Rare,Prime,Weapon ATT Increase,Flat,61,80,6,0
4507,Pendant,Rare,Prime,Weapon ATT Increase,Flat,81,90,8,0
4508,Pendant,Rare,Prime,Weapon ATT Increase,Flat,91,300,10,0
4509,Face Accessory,Rare,Prime,Magic ATT Increase,Flat,0,20,1,0
4510,Face Accessory,Rare,Prime,Magic ATT Increase,Flat,21,40,2,0
4511,Face Accessory,Rare,Prime,Magic ATT Increase,Flat,41,60,4,0
4512,Face Accessory,Rare,Prime,Magic ATT Increase,Flat,61,80,6,0
4513,Face Accessory,Rare,Prime,Magic ATT Increase,Flat,81,90,8,0
4514,Face Accessory,Rare,Prime,Magic ATT Increase,Flat,91,300,10,0
4515,Eye Accessory,Rare,Prime,Magic ATT Increase,Flat,0,20,1,0
4516,Eye Accessory,Rare,Prime,Magic ATT Increase,Flat,21,40,2,0
4517,Eye Accessory,Rare,Prime,Magic ATT Increase,Flat,41,60,4,0
4518,Eye Accessory,Rare,Prime,Magic ATT Increase,Flat,61,80,6,0
4519,Eye Accessory,Rare,Prime,Magic ATT Increase,Flat,81,90,8,0
4520,Eye Accessory,Rare,Prime,Magic ATT Increase,Flat,91,300,10,0
4521,Ring,Rare,Prime,Magic ATT Increase,Flat,0,20,1,0
4522,Ring,Rare,Prime,Magic ATT Increase,Flat,21,40,2,0
4523,Ring,Rare,Prime,Magic ATT Increase,Flat,41,60,4,0
4524,Ring,Rare,Prime,Magic ATT Increase,Flat,61,80,6,0
4525,Ring,Rare,Prime,Magic ATT Increase,Flat,81,90,8,0
4526,Ring,Rare,Prime,Magic ATT Increase,Flat,91,300,10,0
4527,Earring,Rare,Prime,Magic ATT Increase,Flat,0,20,1,0
4528,Earring,Rare,Prime,Magic ATT Increase,Flat,21,40,2,0
4529,Earring,Rare,Prime,Magic ATT Increase,Flat,41,60,4,0
4530,Earring,Rare,Prime,Magic ATT Increase,Flat,61,80,6,0
4531,Earring,Rare,Prime,Magic ATT Increase,Flat,81,90,8,0
4532,Earring,Rare,Prime,Magic ATT Increase,Flat,91,300,10,0
4533,Pendant,Rare,Prime,Magic ATT Increase,Flat,0,20,1,0
4534,Pendant,Rare,Prime,Magic ATT Increase,Flat,21,40,2,0
4535,Pendant,Rare,Prime,Magic ATT Increase,Flat,41,60,4,0
4536,Pendant,Rare,Prime,Magic ATT Increase,Flat,61,80,6,0
4537,Pendant,Rare,Prime,Magic ATT Increase,Flat,81,90,8,0
4538,Pendant,Rare,Prime,Magic ATT Increase,Flat,91,300,10,0
4539,Face Accessory,Rare,Prime,MaxHP Increase,Flat,0,20,10,0
4540,Face Accessory,Rare,Prime,MaxHP Increase,Flat,21,50,15,0
4541,Face Accessory,Rare,Prime,MaxHP Increase,Flat,51,90,50,0
4542,Face Accessory,Rare,Prime,MaxHP Increase,Flat,91,300,100,0
4543,Eye Accessory,Rare,Prime,MaxHP Increase,Flat,0,20,10,0
4544,Eye Accessory,Rare,Prime,MaxHP Increase,Flat,21,50,15,0
4545,Eye Accessory,Rare,Prime,MaxHP Increase,Flat,51,90,50,0
4546,Eye Accessory,Rare,Prime,MaxHP Increase,Flat,91,300,100,0
4547,Ring,Rare,Prime,MaxHP Increase,Flat,0,20,10,0
4548,Ring,Rare,Prime,MaxHP Increase,Flat,21,50,15,0
4549,Ring,Rare,Prime,MaxHP Increase,Flat,51,90,50,0
4550,Ring,Rare,Prime,MaxHP Increase,Flat,91,300,100,0
4551,Earring,Rare,Prime,MaxHP Increase,Flat,0,20,10,0
4552,Earring,Rare,Prime,MaxHP Increase,Flat,21,50,15,0
4553,Earring,Rare,Prime,MaxHP Increase,Flat,51,90,50,0
4554,Earring,Rare,Prime,MaxHP Increase,Flat,91,300,100,0
4555,Pendant,Rare,Prime,MaxHP Increase,Flat,0,20,10,0
4556,Pendant,Rare,Prime,MaxHP Increase,Flat,21,50,15,0
4557,Pendant,Rare,Prime,MaxHP Increase,Flat,51,90,50,0
4558,Pendant,Rare,Prime,MaxHP Increase,Flat,91,300,100,0
4559,Face Accessory,Rare,Prime,MaxMP Increase,Flat,0,20,10,0
4560,Face Accessory,Rare,Prime,MaxMP Increase,Flat,21,50,15,0
4561,Face Accessory,Rare,Prime,MaxMP Increase,Flat,51,90,50,0
4562,Face Accessory,Rare,Prime,MaxMP Increase,Flat,91,300,100,0
4563,Eye Accessory,Rare,Prime,MaxMP Increase,Flat,0,20,10,0
4564,Eye Accessory,Rare,Prime,MaxMP Increase,Flat,21,50,15,0
4565,Eye Accessory,Rare,Prime,MaxMP Increase,Flat,51,90,50,0
4566,Eye Accessory,Rare,Prime,MaxMP Increase,Flat,91,300,100,0
4567,Ring,Rare,Prime,MaxMP Increase,Flat,0,20,10,0
4568,Ring,Rare,Prime,MaxMP Increase,Flat,21,50,15,0
4569,Ring,Rare,Prime,MaxMP Increase,Flat,51,90,50,0
4570,Ring,Rare,Prime,MaxMP Increase,Flat,91,300,100,0
4571,Earring,Rare,Prime,MaxMP Increase,Flat,0,20,10,0
4572,Earring,Rare,Prime,MaxMP Increase,Flat,21,50,15,0
4573,Earring,Rare,Prime,MaxMP Increase,Flat,51,90,50,0
4574,Earring,Rare,Prime,MaxMP Increase,Flat,91,300,100,0
4575,Pendant,Rare,Prime,MaxMP Increase,Flat,0,20,10,0
4576,Pendant,Rare,Prime,MaxMP Increase,Flat,21,50,15,0
4577,Pendant,Rare,Prime,MaxMP Increase,Flat,51,90,50,0
4578,Pendant,Rare,Prime,MaxMP Increase,Flat,91,300,100,0
4579,Face Accessory,Rare,Prime,DEF Increase,Flat,0,20,10,0
4580,Face Accessory,Rare,Prime,DEF Increase,Flat,21,50,15,0
4581,Face Accessory,Rare,Prime,DEF Increase,Flat,51,90,50,0
4582,Face Accessory,Rare,Prime,DEF Increase,Flat,91,300,100,0
4583,Eye Accessory,Rare,Prime,DEF Increase,Flat,0,20,10,0
4584,Eye Accessory,Rare,Prime,DEF Increase,Flat,21,50,15,0
4585,Eye Accessory,Rare,Prime,DEF Increase,Flat,51,90,50,0
4586,Eye Accessory,Rare,Prime,DEF Increase,Flat,91,300,100,0
4587,Ring,Rare,Prime,DEF Increase,Flat,0,20,10,0
4588,Ring,Rare,Prime,DEF Increase,Flat,21,50,15,0
4589,Ring,Rare,Prime,DEF Increase,Flat,51,90,50,0
4590,Ring,Rare,Prime,DEF Increase,Flat,91,300,100,0
4591,Earring,Rare,Prime,DEF Increase,Flat,0,20,10,0
4592,Earring,Rare,Prime,DEF Increase,Flat,21,50,15,0
4593,Earring,Rare,Prime,DEF Increase,Flat,51,90,50,0
4594,Earring,Rare,Prime,DEF Increase,Flat,91,300,100,0
4595,Pendant,Rare,Prime,DEF Increase,Flat,0,20,10,0
4596,Pendant,Rare,Prime,DEF Increase,Flat,21,50,15,0
4597,Pendant,Rare,Prime,DEF Increase,Flat,51,90,50,0
4598,Pendant,Rare,Prime,DEF Increase,Flat,91,300,100,0
4599,Face Accessory,Rare,Prime,Speed Increase,Flat,0,20,2,0
4600,Face Accessory,Rare,Prime,Speed Increase,Flat,21,50,3,0
4601,Face Accessory,Rare,Prime,Speed Increase,Flat,51,80,4,0
4602,Face Accessory,Rare,Prime,Speed Increase,Flat,81,110,5,0
4603,Face Accessory,Rare,Prime,Speed Increase,Flat,111,300,6,0
4604,Eye Accessory,Rare,Prime,Speed Increase,Flat,0,20,2,0
4605,Eye Accessory,Rare,Prime,Speed Increase,Flat,21,50,3,0
4606,Eye Accessory,Rare,Prime,Speed Increase,Flat,51,80,4,0
4607,Eye Accessory,Rare,Prime,Speed Increase,Flat,81,110,5,0
4608,Eye Accessory,Rare,Prime,Speed Increase,Flat,111,300,6,0
4609,Ring,Rare,Prime,Speed Increase,Flat,0,20,2,0
4610,Ring,Rare,Prime,Speed Increase,Flat,21,50,3,0
4611,Ring,Rare,Prime,Speed Increase,Flat,51,80,4,0
4612,Ring,Rare,Prime,Speed Increase,Flat,81,110,5,0
4613,Ring,Rare,Prime,Speed Increase,Flat,111,300,6,0
4614,Earring,Rare,Prime,Speed Increase,Flat,0,20,2,0
4615,Earring,Rare,Prime,Speed Increase,Flat,21,50,3,0
4616,Earring,Rare,Prime,Speed Increase,Flat,51,80,4,0
4617,Earring,Rare,Prime,Speed Increase,Flat,81,110,5,0
4618,Earring,Rare,Prime,Speed Increase,Flat,111,300,6,0
4619,Pendant,Rare,Prime,Speed Increase,Flat,0,20,2,0
4620,Pendant,Rare,Prime,Speed Increase,Flat,21,50,3,0
