,Slot,Grade,Prime,DisplayStat,MinLvl,MaxLvl,Probaility,1 in
751,Shoes,Legendary,Prime,Mesos Obtained% Increase,70,300,4.7619%,21
752,Cape,Legendary,Prime,Mesos Obtained% Increase,70,300,4.7619%,21
753,Belt,Legendary,Prime,Mesos Obtained% Increase,70,300,4.7619%,21
754,Shoulderpad,Legendary,Prime,Mesos Obtained% Increase,70,300,4.7619%,21
755,Top,Legendary,Prime,Item Drop Rate% Increase,70,300,4.7619%,21
756,Overall,Legendary,Prime,Item Drop Rate% Increase,70,300,4.7619%,21
757,Bottom,Legendary,Prime,Item Drop Rate% Increase,70,300,4.7619%,21
758,Shoes,Legendary,Prime,Item Drop Rate% Increase,70,300,4.7619%,21
759,Cape,Legendary,Prime,Item Drop Rate% Increase,70,300,4.7619%,21
760,Belt,Legendary,Prime,Item Drop Rate% Increase,70,300,4.7619%,21
761,Shoulderpad,Legendary,Prime,Item Drop Rate% Increase,70,300,4.7619%,21
762,Top,Legendary,Prime,Skills and Potion HP Recovery Increase,70,300,4.7619%,21
763,Overall,Legendary,Prime,Skills and Potion HP Recovery Increase,70,300,4.7619%,21
764,Bottom,Legendary,Prime,Skills and Potion HP Recovery Increase,70,300,4.7619%,21
765,Shoes,Legendary,Prime,Skills and Potion HP Recovery Increase,70,300,4.7619%,21
766,Cape,Legendary,Prime,Skills and Potion HP Recovery Increase,70,300,4.7619%,21
767,Belt,Legendary,Prime,Skills and Potion HP Recovery Increase,70,300,4.7619%,21
768,Shoulderpad,Legendary,Prime,Skills and Potion HP Recovery Increase,70,300,4.7619%,21
769,Gloves,Rare,Non prime,STR Increase,0,300,7.4074%,13.5
770,Gloves,Rare,Non prime,DEX Increase,0,300,7.4074%,13.5
771,Gloves,Rare,Non prime,INT Increase,0,300,7.4074%,13.5
772,Gloves,Rare,Non prime,LUK Increase,0,300,7.4074%,13.5
773,Gloves,Rare,Non prime,Weapon ATT Increase,0,300,7.4074%,13.5
774,Gloves,Rare,Non prime,Magic ATT Increase,0,300,7.4074%,13.5
775,Gloves,Rare,Non prime,Speed Increase,0,300,11.1111%,9
776,Gloves,Rare,Non prime,Jump Increase,0,300,11.1111%,9
777,Gloves,Rare,Non prime,MaxHP Increase,0,300,11.1111%,9
778,Gloves,Rare,Non prime,MaxMP Increase,0,300,11.1111%,9
779,Gloves,Rare,Non prime,DEF Increase,0,300,11.1111%,9
780,Gloves,Rare,Prime,STR Increase,0,300,6.3829%,15.6666
781,Gloves,Rare,Prime,DEX Increase,0,300,6.3829%,15.6666
782,Gloves,Rare,Prime,INT Increase,0,300,6.3829%,15.6666
783,Gloves,Rare,Prime,LUK Increase,0,300,6.3829%,15.6666
784,Gloves,Rare,Prime,Weapon ATT Increase,0,300,4.2553%,23.5
785,Gloves,Rare,Prime,Magic ATT Increase,0,300,4.2553%,23.5
786,Gloves,Rare,Prime,MaxHP Increase,0,300,6.3829%,15.6666
787,Gloves,Rare,Prime,MaxMP Increase,0,300,6.3829%,15.6666
788,Gloves,Rare,Prime,DEF Increase,0,300,6.3829%,15.6666
789,Gloves,Rare,Prime,Speed Increase,0,300,6.3829%,15.6666
790,Gloves,Rare,Prime,Jump Increase,0,300,6.3829%,15.6666
791,Gloves,Rare,Prime,STR% Increase,0,300,4.2553%,23.5
792,Gloves,Rare,Prime,DEX% Increase,0,300,4.2553%,23.5
793,Gloves,Rare,Prime,INT% Increase,0,300,4.2553%,23.5
794,Gloves,Rare,Prime,LUK% Increase,0,300,4.2553%,23.5
795,Gloves,Rare,Prime,DEF% Increase,0,300,4.2553%,23.5
796,Gloves,Rare,Prime,MaxHP% Increase,0,300,4.2553%,23.5
797,Gloves,Rare,Prime,MaxMP% Increase,0,300,4.2553%,23.5
798,Gloves,Rare,Prime,All Stats Increase,0,300,4.2553%,23.5
799,Gloves,Epic,Prime,STR Increase,0,300,6%,16.6666
800,Gloves,Epic,Prime,DEX Increase,0,300,6%,16.6666
801,Gloves,Epic,Prime,INT Increase,0,300,6%,16.6666
802,Gloves,Epic,Prime,LUK Increase,0,300,6%,16.6666
803,Gloves,Epic,Prime,Weapon ATT Increase,0,300,4%,25
804,Gloves,Epic,Prime,Magic ATT Increase,0,300,4%,25
805,Gloves,Epic,Prime,MaxHP Increase,0,300,6%,16.6666
806,Gloves,Epic,Prime,MaxMP Increase,0,300,6%,16.6666
807,Gloves,Epic,Prime,DEF Increase,0,300,6%,16.6666
808,Gloves,Epic,Prime,Speed Increase,0,300,6%,16.6666
809,Gloves,Epic,Prime,Jump Increase,0,300,6%,16.6666
810,Gloves,Epic,Prime,STR% Increase,0,300,4%,25
811,Gloves,Epic,Prime,DEX% Increase,0,300,4%,25
812,Gloves,Epic,Prime,INT% Increase,0,300,4%,25
813,Gloves,Epic,Prime,LUK% Increase,0,300,4%,25
814,Gloves,Epic,Prime,MaxHP% Increase,0,300,6%,16.6666
815,Gloves,Epic,Prime,MaxMP% Increase,0,300,6%,16.6666
816,Gloves,Epic,Prime,DEF% Increase,0,300,6%,16.6666
817,Gloves,Epic,Prime,All Stats% Increase,0,300,4%,25
818,Gloves,Unique,Prime,STR Increase,60,300,5.4545%,18.3333
819,Gloves,Unique,Prime,DEX Increase,60,300,5.4545%,18.3333
820,Gloves,Unique,Prime,INT Increase,60,300,5.4545%,18.3333
821,Gloves,Unique,Prime,LUK Increase,60,300,5.4545%,18.3333
822,Gloves,Unique,Prime,Weapon ATT Increase,60,300,3.6363%,27.5
823,Gloves,Unique,Prime,Magic ATT Increase,60,300,3.6363%,27.5
824,Gloves,Unique,Prime,DEF Increase,60,300,5.4545%,18.3333
825,Gloves,Unique,Prime,MaxHP Increase,60,300,5.4545%,18.3333
826,Gloves,Unique,Prime,MaxMP Increase,60,300,5.4545%,18.3333
827,Gloves,Unique,Prime,STR% Increase,60,300,3.6363%,27.5
828,Gloves,Unique,Prime,DEX% Increase,60,300,3.6363%,27.5
829,Gloves,Unique,Prime,INT% Increase,60,300,3.6363%,27.5
830,Gloves,Unique,Prime,LUK% Increase,60,300,3.6363%,27.5
831,Gloves,Unique,Prime,MaxHP% Increase,60,300,5.4545%,18.3333
832,Gloves,Unique,Prime,MaxMP% Increase,60,300,5.4545%,18.3333
833,Gloves,Unique,Prime,DEF% Increase,60,300,5.4545%,18.3333
834,Gloves,Unique,Prime,All Stats% Increase,60,300,3.6363%,27.5
835,Gloves,Unique,Prime,Skills and Potion HP Recovery Increase,60,300,5.4545%,18.3333
836,Gloves,Unique,Prime,STR +1 per 10 Character Levels,60,300,3.6363%,27.5
837,Gloves,Unique,Prime,DEX +1 per 10 Character Levels,60,300,3.6363%,27.5
838,Gloves,Unique,Prime,INT +1 per 10 Character Levels,60,300,3.6363%,27.5
839,Gloves,Unique,Prime,LUK +1 per 10 Character Levels,60,300,3.6363%,27.5
840,Gloves,Legendary,Prime,STR Increase,70,300,4.6153%,21.6666
841,Gloves,Legendary,Prime,DEX Increase,70,300,4.6153%,21.6666
842,Gloves,Legendary,Prime,INT Increase,70,300,4.6153%,21.6666
843,Gloves,Legendary,Prime,LUK Increase,70,300,4.6153%,21.6666
844,Gloves,Legendary,Prime,Weapon ATT Increase,70,300,3.0769%,32.5
845,Gloves,Legendary,Prime,Magic ATT Increase,70,300,3.0769%,32.5
846,Gloves,Legendary,Prime,DEF Increase,70,300,4.6153%,21.6666
847,Gloves,Legendary,Prime,MaxHP Increase,70,300,4.6153%,21.6666
848,Gloves,Legendary,Prime,MaxMP Increase,70,300,4.6153%,21.6666
849,Gloves,Legendary,Prime,STR% Increase,70,300,3.0769%,32.5
850,Gloves,Legendary,Prime,DEX% Increase,70,300,3.0769%,32.5
851,Gloves,Legendary,Prime,INT% Increase,70,300,3.0769%,32.5
852,Gloves,Legendary,Prime,LUK% Increase,70,300,3.0769%,32.5
853,Gloves,Legendary,Prime,MaxHP% Increase,70,300,4.6153%,21.6666
854,Gloves,Legendary,Prime,MaxMP% Increase,70,300,4.6153%,21.6666
855,Gloves,Legendary,Prime,DEF% Increase,70,300,4.6153%,21.6666
856,Gloves,Legendary,Prime,Critical Damage% Increase,70,300,3.0769%,32.5
858,Gloves,Legendary,Prime,All Stats% Increase,70,300,3.0769%,32.5
859,Gloves,Legendary,Prime,STR +2 per 10 Character Levels,70,300,3.0769%,32.5
860,Gloves,Legendary,Prime,DEX +2 per 10 Character Levels,70,300,3.0769%,32.5
861,Gloves,Legendary,Prime,INT +2 per 10 Character Levels,70,300,3.0769%,32.5
862,Gloves,Legendary,Prime,LUK +2 per 10 Character Levels,70,300,3.0769%,32.5
863,Gloves,Legendary,Prime,Mesos Obtained% Increase,70,300,4.6153%,21.6666
864,Gloves,Legendary,Prime,Item Drop Rate% Increase,70,300,4.6153%,21.6666
865,Gloves,Legendary,Prime,Skills and Potion HP Recovery Increase,70,300,4.6153%,21.6666
866,Face Accessory,Rare,Non prime,STR Increase,0,300,7.4074%,13.5
867,Eye Accessory,Rare,Non prime,STR Increase,0,300,7.4074%,13.5
868,Ring,Rare,Non prime,STR Increase,0,300,7.4074%,13.5
869,Earring,Rare,Non prime,STR Increase,0,300,7.4074%,13.5
870,Pendant,Rare,Non prime,STR Increase,0,300,7.4074%,13.5
871,Face Accessory,Rare,Non prime,DEX Increase,0,300,7.4074%,13.5
872,Eye Accessory,Rare,Non prime,DEX Increase,0,300,7.4074%,13.5
873,Ring,Rare,Non prime,DEX Increase,0,300,7.4074%,13.5
874,Earring,Rare,Non prime,DEX Increase,0,300,7.4074%,13.5
875,Pendant,Rare,Non prime,DEX Increase,0,300,7.4074%,13.5
876,Face Accessory,Rare,Non prime,INT Increase,0,300,7.4074%,13.5
877,Eye Accessory,Rare,Non prime,INT Increase,0,300,7.4074%,13.5
878,Ring,Rare,Non prime,INT Increase,0,300,7.4074%,13.5
879,Earring,Rare,Non prime,INT Increase,0,300,7.4074%,13.5
880,Pendant,Rare,Non prime,INT Increase,0,300,7.4074%,13.5
881,Face Accessory,Rare,Non prime,LUK Increase,0,300,7.4074%,13.5
882,Eye Accessory,Rare,Non prime,LUK Increase,0,300,7.4074%,13.5
883,Ring,Rare,Non prime,LUK Increase,0,300,7.4074%,13.5
884,Earring,Rare,Non prime,LUK Increase,0,300,7.4074%,13.5
885,Pendant,Rare,Non prime,LUK Increase,0,300,7.4074%,13.5
886,Face Accessory,Rare,Non prime,Weapon ATT Increase,0,300,7.4074%,13.5
887,Eye Accessory,Rare,Non prime,Weapon ATT Increase,0,300,7.4074%,13.5
888,Ring,Rare,Non prime,Weapon ATT Increase,0,300,7.4074%,13.5
889,Earring,Rare,Non prime,Weapon ATT Increase,0,300,7.4074%,13.5
890,Pendant,Rare,Non prime,Weapon ATT Increase,0,300,7.4074%,13.5
891,Face Accessory,Rare,Non prime,Magic ATT Increase,0,300,7.4074%,13.5
892,Eye Accessory,Rare,Non prime,Magic ATT Increase,0,300,7.4074%,13.5
893,Ring,Rare,Non prime,Magic ATT Increase,0,300,7.4074%,13.5
894,Earring,Rare,Non prime,Magic ATT Increase,0,300,7.4074%,13.5
895,Pendant,Rare,Non prime,Magic ATT Increase,0,300,7.4074%,13.5
896,Face Accessory,Rare,Non prime,Speed Increase,0,300,11.1111%,9
897,Eye Accessory,Rare,Non prime,Speed Increase,0,300,11.1111%,9
898,Ring,Rare,Non prime,Speed Increase,0,300,11.1111%,9
899,Earring,Rare,Non prime,Speed Increase,0,300,11.1111%,9
900,Pendant,Rare,Non prime,Speed Increase,0,300,11.1111%,9
901,Face Accessory,Rare,Non prime,Jump Increase,0,300,11.1111%,9
902,Eye Accessory,Rare,Non prime,Jump Increase,0,300,11.1111%,9
903,Ring,Rare,Non prime,Jump Increase,0,300,11.1111%,9
904,Earring,Rare,Non prime,Jump Increase,0,300,11.1111%,9
905,Pendant,Rare,Non prime,Jump Increase,0,300,11.1111%,9
906,Face Accessory,Rare,Non prime,MaxHP Increase,0,300,11.1111%,9
907,Eye Accessory,Rare,Non prime,MaxHP Increase,0,300,11.1111%,9
908,Ring,Rare,Non prime,MaxHP Increase,0,300,11.1111%,9
909,Earring,Rare,Non prime,MaxHP Increase,0,300,11.1111%,9
910,Pendant,Rare,Non prime,MaxHP Increase,0,300,11.1111%,9
911,Face Accessory,Rare,Non prime,MaxMP Increase,0,300,11.1111%,9
912,Eye Accessory,Rare,Non prime,MaxMP Increase,0,300,11.1111%,9
913,Ring,Rare,Non prime,MaxMP Increase,0,300,11.1111%,9
914,Earring,Rare,Non prime,MaxMP Increase,0,300,11.1111%,9
915,Pendant,Rare,Non prime,MaxMP Increase,0,300,11.1111%,9
916,Face Accessory,Rare,Non prime,DEF Increase,0,300,11.1111%,9
917,Eye Accessory,Rare,Non prime,DEF Increase,0,300,11.1111%,9
918,Ring,Rare,Non prime,DEF Increase,0,300,11.1111%,9
919,Earring,Rare,Non prime,DEF Increase,0,300,11.1111%,9
920,Pendant,Rare,Non prime,DEF Increase,0,300,11.1111%,9
921,Face Accessory,Rare,Prime,STR Increase,0,300,6.3829%,15.6666
922,Eye Accessory,Rare,Prime,STR Increase,0,300,6.3829%,15.6666
923,Ring,Rare,Prime,STR Increase,0,300,6.3829%,15.6666
924,Earring,Rare,Prime,STR Increase,0,300,6.3829%,15.6666
925,Pendant,Rare,Prime,STR Increase,0,300,6.3829%,15.6666
926,Face Accessory,Rare,Prime,DEX Increase,0,300,6.3829%,15.6666
927,Eye Accessory,Rare,Prime,DEX Increase,0,300,6.3829%,15.6666
928,Ring,Rare,Prime,DEX Increase,0,300,6.3829%,15.6666
929,Earring,Rare,Prime,DEX Increase,0,300,6.3829%,15.6666
930,Pendant,Rare,Prime,DEX Increase,0,300,6.3829%,15.6666
931,Face Accessory,Rare,Prime,INT Increase,0,300,6.3829%,15.6666
932,Eye Accessory,Rare,Prime,INT Increase,0,300,6.3829%,15.6666
933,Ring,Rare,Prime,INT Increase,0,300,6.3829%,15.6666
934,Earring,Rare,Prime,INT Increase,0,300,6.3829%,15.6666
935,Pendant,Rare,Prime,INT Increase,0,300,6.3829%,15.6666
936,Face Accessory,Rare,Prime,LUK Increase,0,300,6.3829%,15.6666
937,Eye Accessory,Rare,Prime,LUK Increase,0,300,6.3829%,15.6666
938,Ring,Rare,Prime,LUK Increase,0,300,6.3829%,15.6666
939,Earring,Rare,Prime,LUK Increase,0,300,6.3829%,15.6666
940,Pendant,Rare,Prime,LUK Increase,0,300,6.3829%,15.6666
941,Face Accessory,Rare,Prime,Weapon ATT Increase,0,300,4.2553%,23.5
942,Eye Accessory,Rare,Prime,Weapon ATT Increase,0,300,4.2553%,23.5
943,Ring,Rare,Prime,Weapon ATT Increase,0,300,4.2553%,23.5
944,Earring,Rare,Prime,Weapon ATT Increase,0,300,4.2553%,23.5
945,Pendant,Rare,Prime,Weapon ATT Increase,0,300,4.2553%,23.5
946,Face Accessory,Rare,Prime,Magic ATT Increase,0,300,4.2553%,23.5
947,Eye Accessory,Rare,Prime,Magic ATT Increase,0,300,4.2553%,23.5
948,Ring,Rare,Prime,Magic ATT Increase,0,300,4.2553%,23.5
949,Earring,Rare,Prime,Magic ATT Increase,0,300,4.2553%,23.5
950,Pendant,Rare,Prime,Magic ATT Increase,0,300,4.2553%,23.5
951,Face Accessory,Rare,Prime,MaxHP Increase,0,300,6.3829%,15.6666
952,Eye Accessory,Rare,Prime,MaxHP Increase,0,300,6.3829%,15.6666
953,Ring,Rare,Prime,MaxHP Increase,0,300,6.3829%,15.6666
954,Earring,Rare,Prime,MaxHP Increase,0,300,6.3829%,15.6666
955,Pendant,Rare,Prime,MaxHP Increase,0,300,6.3829%,15.6666
956,Face Accessory,Rare,Prime,MaxMP Increase,0,300,6.3829%,15.6666
957,Eye Accessory,Rare,Prime,MaxMP Increase,0,300,6.3829%,15.6666
958,Ring,Rare,Prime,MaxMP Increase,0,300,6.3829%,15.6666
959,Earring,Rare,Prime,MaxMP Increase,0,300,6.3829%,15.6666
960,Pendant,Rare,Prime,MaxMP Increase,0,300,6.3829%,15.6666
961,Face Accessory,Rare,Prime,DEF Increase,0,300,6.3829%,15.6666
962,Eye Accessory,Rare,Prime,DEF Increase,0,300,6.3829%,15.6666
963,Ring,Rare,Prime,DEF Increase,0,300,6.3829%,15.6666
964,Earring,Rare,Prime,DEF Increase,0,300,6.3829%,15.6666
965,Pendant,Rare,Prime,DEF Increase,0,300,6.3829%,15.6666
966,Face Accessory,Rare,Prime,Speed Increase,0,300,6.3829%,15.6666
967,Eye Accessory,Rare,Prime,Speed Increase,0,300,6.3829%,15.6666
968,Ring,Rare,Prime,Speed Increase,0,300,6.3829%,15.6666
969,Earring,Rare,Prime,Speed Increase,0,300,6.3829%,15.6666
970,Pendant,Rare,Prime,Speed Increase,0,300,6.3829%,15.6666
971,Face Accessory,Rare,Prime,Jump Increase,0,300,6.3829%,15.6666
972,Eye Accessory,Rare,Prime,Jump Increase,0,300,6.3829%,15.6666
973,Ring,Rare,Prime,Jump Increase,0,300,6.3829%,15.6666
974,Earring,Rare,Prime,Jump Increase,0,300,6.3829%,15.6666
975,Pendant,Rare,Prime,Jump Increase,0,300,6.3829%,15.6666
976,Face Accessory,Rare,Prime,STR% Increase,0,300,4.2553%,23.5
977,Eye Accessory,Rare,Prime,STR% Increase,0,300,4.2553%,23.5
978,Ring,Rare,Prime,STR% Increase,0,300,4.2553%,23.5
979,Earring,Rare,Prime,STR% Increase,0,300,4.2553%,23.5
980,Pendant,Rare,Prime,STR% Increase,0,300,4.2553%,23.5
981,Face Accessory,Rare,Prime,DEX% Increase,0,300,4.2553%,23.5
982,Eye Accessory,Rare,Prime,DEX% Increase,0,300,4.2553%,23.5
983,Ring,Rare,Prime,DEX% Increase,0,300,4.2553%,23.5
984,Earring,Rare,Prime,DEX% Increase,0,300,4.2553%,23.5
985,Pendant,Rare,Prime,DEX% Increase,0,300,4.2553%,23.5
986,Face Accessory,Rare,Prime,INT% Increase,0,300,4.2553%,23.5
987,Eye Accessory,Rare,Prime,INT% Increase,0,300,4.2553%,23.5
988,Ring,Rare,Prime,INT% Increase,0,300,4.2553%,23.5
989,Earring,Rare,Prime,INT% Increase,0,300,4.2553%,23.5
990,Pendant,Rare,Prime,INT% Increase,0,300,4.2553%,23.5
991,Face Accessory,Rare,Prime,LUK% Increase,0,300,4.2553%,23.5
992,Eye Accessory,Rare,Prime,LUK% Increase,0,300,4.2553%,23.5
993,Ring,Rare,Prime,LUK% Increase,0,300,4.2553%,23.5
994,Earring,Rare,Prime,LUK% Increase,0,300,4.2553%,23.5
995,Pendant,Rare,Prime,LUK% Increase,0,300,4.2553%,23.5
996,Face Accessory,Rare,Prime,DEF% Increase,0,300,4.2553%,23.5
997,Eye Accessory,Rare,Prime,DEF% Increase,0,300,4.2553%,23.5
998,Ring,Rare,Prime,DEF% Increase,0,300,4.2553%,23.5
999,Earring,Rare,Prime,DEF% Increase,0,300,4.2553%,23.5
1000,Pendant,Rare,Prime,DEF% Increase,0,300,4.2553%,23.5
1001,Face Accessory,Rare,Prime,MaxHP% Increase,0,300,4.2553%,23.5
1002,Eye Accessory,Rare,Prime,MaxHP% Increase,0,300,4.2553%,23.5
1003,Ring,Rare,Prime,MaxHP% Increase,0,300,4.2553%,23.5
1004,Earring,Rare,Prime,MaxHP% Increase,0,300,4.2553%,23.5
1005,Pendant,Rare,Prime,MaxHP% Increase,0,300,4.2553%,23.5
1006,Face Accessory,Rare,Prime,MaxMP% Increase,0,300,4.2553%,23.5
1007,Eye Accessory,Rare,Prime,MaxMP% Increase,0,300,4.2553%,23.5
1008,Ring,Rare,Prime,MaxMP% Increase,0,300,4.2553%,23.5
1009,Earring,Rare,Prime,MaxMP% Increase,0,300,4.2553%,23.5
1010,Pendant,Rare,Prime,MaxMP% Increase,0,300,4.2553%,23.5
1011,Face Accessory,Rare,Prime,All Stats Increase,0,300,4.2553%,23.5
1012,Eye Accessory,Rare,Prime,All Stats Increase,0,300,4.2553%,23.5
1013,Ring,Rare,Prime,All Stats Increase,0,300,4.2553%,23.5
1014,Earring,Rare,Prime,All Stats Increase,0,300,4.2553%,23.5
1015,Pendant,Rare,Prime,All Stats Increase,0,300,4.2553%,23.5
1016,Face Accessory,Epic,Prime,STR Increase,0,300,6%,16.6666
1017,Eye Accessory,Epic,Prime,STR Increase,0,300,6%,16.6666
1018,Ring,Epic,Prime,STR Increase,0,300,6%,16.6666
1019,Earring,Epic,Prime,STR Increase,0,300,6%,16.6666
1020,Pendant,Epic,Prime,STR Increase,0,300,6%,16.6666
1021,Face Accessory,Epic,Prime,DEX Increase,0,300,6%,16.6666
1022,Eye Accessory,Epic,Prime,DEX Increase,0,300,6%,16.6666
1023,Ring,Epic,Prime,DEX Increase,0,300,6%,16.6666
1024,Earring,Epic,Prime,DEX Increase,0,300,6%,16.6666
1025,Pendant,Epic,Prime,DEX Increase,0,300,6%,16.6666
1026,Face Accessory,Epic,Prime,INT Increase,0,300,6%,16.6666
1027,Eye Accessory,Epic,Prime,INT Increase,0,300,6%,16.6666
1028,Ring,Epic,Prime,INT Increase,0,300,6%,16.6666
1029,Earring,Epic,Prime,INT Increase,0,300,6%,16.6666
1030,Pendant,Epic,Prime,INT Increase,0,300,6%,16.6666
1031,Face Accessory,Epic,Prime,LUK Increase,0,300,6%,16.6666
1032,Eye Accessory,Epic,Prime,LUK Increase,0,300,6%,16.6666
1033,Ring,Epic,Prime,LUK Increase,0,300,6%,16.6666
1034,Earring,Epic,Prime,LUK Increase,0,300,6%,16.6666
1035,Pendant,Epic,Prime,LUK Increase,0,300,6%,16.6666
1036,Face Accessory,Epic,Prime,Weapon ATT Increase,0,300,4%,25
1037,Eye Accessory,Epic,Prime,Weapon ATT Increase,0,300,4%,25
1038,Ring,Epic,Prime,Weapon ATT Increase,0,300,4%,25
1039,Earring,Epic,Prime,Weapon ATT Increase,0,300,4%,25
1040,Pendant,Epic,Prime,Weapon ATT Increase,0,300,4%,25
1041,Face Accessory,Epic,Prime,Magic ATT Increase,0,300,4%,25
1042,Eye Accessory,Epic,Prime,Magic ATT Increase,0,300,4%,25
1043,Ring,Epic,Prime,Magic ATT Increase,0,300,4%,25
1044,Earring,Epic,Prime,Magic ATT Increase,0,300,4%,25
1045,Pendant,Epic,Prime,Magic ATT Increase,0,300,4%,25
1046,Face Accessory,Epic,Prime,MaxHP Increase,0,300,6%,16.6666
1047,Eye Accessory,Epic,Prime,MaxHP Increase,0,300,6%,16.6666
1048,Ring,Epic,Prime,MaxHP Increase,0,300,6%,16.6666
1049,Earring,Epic,Prime,MaxHP Increase,0,300,6%,16.6666
1050,Pendant,Epic,Prime,MaxHP Increase,0,300,6%,16.6666
1051,Face Accessory,Epic,Prime,MaxMP Increase,0,300,6%,16.6666
1052,Eye Accessory,Epic,Prime,MaxMP Increase,0,300,6%,16.6666
1053,Ring,Epic,Prime,MaxMP Increase,0,300,6%,16.6666
1054,Earring,Epic,Prime,MaxMP Increase,0,300,6%,16.6666
1055,Pendant,Epic,Prime,MaxMP Increase,0,300,6%,16.6666
1056,Face Accessory,Epic,Prime,DEF Increase,0,300,6%,16.6666
1057,Eye Accessory,Epic,Prime,DEF Increase,0,300,6%,16.6666
1058,Ring,Epic,Prime,DEF Increase,0,300,6%,16.6666
1059,Earring,Epic,Prime,DEF Increase,0,300,6%,16.6666
1060,Pendant,Epic,Prime,DEF Increase,0,300,6%,16.6666
1061,Face Accessory,Epic,Prime,Speed Increase,0,300,6%,16.6666
1062,Eye Accessory,Epic,Prime,Speed Increase,0,300,6%,16.6666
1063,Ring,Epic,Prime,Speed Increase,0,300,6%,16.6666
1064,Earring,Epic,Prime,Speed Increase,0,300,6%,16.6666
1065,Pendant,Epic,Prime,Speed Increase,0,300,6%,16.6666
1066,Face Accessory,Epic,Prime,Jump Increase,0,300,6%,16.6666
1067,Eye Accessory,Epic,Prime,Jump Increase,0,300,6%,16.6666
1068,Ring,Epic,Prime,Jump Increase,0,300,6%,16.6666
1069,Earring,Epic,Prime,Jump Increase,0,300,6%,16.6666
1070,Pendant,Epic,Prime,Jump Increase,0,300,6%,16.6666
1071,Face Accessory,Epic,Prime,STR% Increase,0,300,4%,25
1072,Eye Accessory,Epic,Prime,STR% Increase,0,300,4%,25
1073,Ring,Epic,Prime,STR% Increase,0,300,4%,25
1074,Earring,Epic,Prime,STR% Increase,0,300,4%,25
1075,Pendant,Epic,Prime,STR% Increase,0,300,4%,25
1076,Face Accessory,Epic,Prime,DEX% Increase,0,300,4%,25
1077,Eye Accessory,Epic,Prime,DEX% Increase,0,300,4%,25
1078,Ring,Epic,Prime,DEX% Increase,0,300,4%,25
1079,Earring,Epic,Prime,DEX% Increase,0,300,4%,25
1080,Pendant,Epic,Prime,DEX% Increase,0,300,4%,25
1081,Face Accessory,Epic,Prime,INT% Increase,0,300,4%,25
1082,Eye Accessory,Epic,Prime,INT% Increase,0,300,4%,25
1083,Ring,Epic,Prime,INT% Increase,0,300,4%,25
1084,Earring,Epic,Prime,INT% Increase,0,300,4%,25
1085,Pendant,Epic,Prime,INT% Increase,0,300,4%,25
1086,Face Accessory,Epic,Prime,LUK% Increase,0,300,4%,25
1087,Eye Accessory,Epic,Prime,LUK% Increase,0,300,4%,25
1088,Ring,Epic,Prime,LUK% Increase,0,300,4%,25
1089,Earring,Epic,Prime,LUK% Increase,0,300,4%,25
1090,Pendant,Epic,Prime,LUK% Increase,0,300,4%,25
1091,Face Accessory,Epic,Prime,MaxHP% Increase,0,300,6%,16.6666
1092,Eye Accessory,Epic,Prime,MaxHP% Increase,0,300,6%,16.6666
1093,Ring,Epic,Prime,MaxHP% Increase,0,300,6%,16.6666
1094,Earring,Epic,Prime,MaxHP% Increase,0,300,6%,16.6666
1095,Pendant,Epic,Prime,MaxHP% Increase,0,300,6%,16.6666
1096,Face Accessory,Epic,Prime,MaxMP% Increase,0,300,6%,16.6666
1097,Eye Accessory,Epic,Prime,MaxMP% Increase,0,300,6%,16.6666
1098,Ring,Epic,Prime,MaxMP% Increase,0,300,6%,16.6666
1099,Earring,Epic,Prime,MaxMP% Increase,0,300,6%,16.6666
1100,Pendant,Epic,Prime,MaxMP% Increase,0,300,6%,16.6666
1101,Face Accessory,Epic,Prime,DEF% Increase,0,300,6%,16.6666
1102,Eye Accessory,Epic,Prime,DEF% Increase,0,300,6%,16.6666
1103,Ring,Epic,Prime,DEF% Increase,0,300,6%,16.6666
1104,Earring,Epic,Prime,DEF% Increase,0,300,6%,16.6666
1105,Pendant,Epic,Prime,DEF% Increase,0,300,6%,16.6666
1106,Face Accessory,Epic,Prime,All Stats% Increase,0,300,4%,25
1107,Eye Accessory,Epic,Prime,All Stats% Increase,0,300,4%,25
1108,Ring,Epic,Prime,All Stats% Increase,0,300,4%,25
1109,Earring,Epic,Prime,All Stats% Increase,0,300,4%,25
1110,Pendant,Epic,Prime,All Stats% Increase,0,300,4%,25
1111,Face Accessory,Unique,Prime,STR Increase,60,300,5.4545%,18.3333
1112,Eye Accessory,Unique,Prime,STR Increase,60,300,5.4545%,18.3333
1113,Ring,Unique,Prime,STR Increase,60,300,5.4545%,18.3333
1114,Earring,Unique,Prime,STR Increase,60,300,5.4545%,18.3333
1115,Pendant,Unique,Prime,STR Increase,60,300,5.4545%,18.3333
1116,Face Accessory,Unique,Prime,DEX Increase,60,300,5.4545%,18.3333
1117,Eye Accessory,Unique,Prime,DEX Increase,60,300,5.4545%,18.3333
1118,Ring,Unique,Prime,DEX Increase,60,300,5.4545%,18.3333
1119,Earring,Unique,Prime,DEX Increase,60,300,5.4545%,18.3333
1120,Pendant,Unique,Prime,DEX Increase,60,300,5.4545%,18.3333
1121,Face Accessory,Unique,Prime,INT Increase,60,300,5.4545%,18.3333
1122,Eye Accessory,Unique,Prime,INT Increase,60,300,5.4545%,18.3333
